PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Permeability,Analysis Comment,Compound QC
1418,160844050,70701429,COC1=CC=CC(=C1CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)O,Inactive,,,,Low,5.16,class = 1,QC'ed NCATS
1419,144116990,60167837,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NC3(CC3)C4=CC=C(C=C4)C5=CN=CC=C5)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
1420,174007008,73265331,CC1=CC(=CC(=C1Cl)C)OCCCC2=C(N(C3=C2C=CC=C3C4=C(N(N=C4COC5=CC=C(C=C5)N6CCN(CC6)C(=O)C)C)C)CC7=CN=CC=C7)C(=O)O,Active,,,,High,370.4,class = 0,QC'ed NCATS
1421,24270930,15990297,CCOC1=CC=C(C=C1)NC2=NC(=NC(=C2NC(=O)C3=CC=C(C=C3)C)C)NC4=CC=C(C=C4)OCC,Active,,,,High,211,class = 0,QC'ed NCATS
1422,161003881,4343860,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)Cl,Active,,,,Moderate,16.6,class = 1,QC'ed NCATS
1423,170464736,14720269,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+],Active,,,,High,211.55,class = 0,QC'ed NCATS
1424,161004477,70789659,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
1425,24274920,2862091,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NC(=O)COC4=CC=C(C=C4)Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1426,853614,656272,CC1=CC=C(C=C1)C2=C(C3=NC4=C(CCCC4)C(=O)N3N2)C,Active,,,,High,506.35,class = 0,QC'ed NCATS
1427,7971169,3382936,CCOC(=O)N1CCN(CC1)CC2=NC3=C(N2CC4=CC=C(C=C4)F)C(=O)N(C(=O)N3C)C,Active,,,,High,549.95,class = 0,QC'ed NCATS
1428,163826997,16373899,C1CN(CCN(C1)C2=NC=C(C=C2)C(F)(F)F)CC3=CC(=O)N4C=CC=CC4=N3,Active,,,,High,>1000,class = 0,QC'ed NCATS
1429,124953243,72725,C1=CC=C2C(=C1)N=C3C=C(C(=O)C=C3O2)N,Active,,,,High,105.52,class = 0,QC'ed NCATS
1430,375888881,134809348,COCCNC1=NC=C(C2=C1OCC2)C3=CC(=CC=C3)O,Active,,,,High,411.65,class = 0,QC'ed NCATS
1431,24779668,4438424,C1CN(C2=CC=CC=C21)C3=NC=NC(=C3[N+](=O)[O-])N,Active,,,,High,294.89,class = 0,QC'ed NCATS
1432,4240280,3235386,C1=CC=C(C=C1)NC2=NC=NC(=C2)C3=COC=C3,Active,,,,High,>1000,class = 0,QC'ed NCATS
1433,160844126,70701475,C1=CC=C(C=C1)CNC2=C(N=C(O2)C3=CC=CC4=CC=CC=C43)C#N,Active,,,,Moderate,22.9,class = 1,QC'ed NCATS
1434,170466912,72187562,CC1=C(N=C(S1)NC(=O)CC2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)NCC5,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1435,170363371,1451106,CC1=C(N=C(S1)NC(=O)CC2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)N(CC5)C(=O)C6CCCCC6,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1436,161004490,70789673,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC(=NC=C5)C(F)(F)F)F,Active,,,,Moderate,11.6,class = 1,QC'ed NCATS
1437,24267171,4115695,CC(C)(C)C1=CC=C(C=C1)C(=O)N2CC(=O)NC3=C(C2C4=CC=C(C=C4)F)C=C(C=C3)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
1438,161004153,70789477,CC1=CC(=C(O1)C)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Active,,,,High,768.45,class = 0,QC'ed NCATS
1439,124880509,3851,C1CN2CCC1C(C2C(C3=CC=CC=C3)C4=CC=CC=C4)NCC5=CC=CC=C5I,Active,,,,High,>1000,class = 0,QC'ed NCATS
1440,99431321,46926044,CN1C=C(C(=N1)C2C3=C(CCCC3=O)NC(=N2)NC4=NC5=CC=CC=C5O4)Br,Active,,,,High,>1000,class = 0,QC'ed NCATS
1441,162211008,71307876,CCN(CC)C(=O)C1=CC2=C(C=C1)N(C=N2)C3=CC=CC(=C3)C,Active,,,,High,888.91,class = 0,QC'ed NCATS
1442,375817886,137299435,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)CC4=CC=C(C=C4)F,Active,,,,High,850.76,class = 0,QC'ed NCATS
1443,57262481,4853713,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=N4,Active,,,,High,656.57,class = 0,QC'ed NCATS
1444,363677918,864492,CC1=CC(=NC2=C1C(=C(S2)C(=O)NCC3=CC=C(C=C3)OC)N)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1445,99367979,46907700,CC1=CN=C(N=C1C2=CC(=CC=C2)N(C)C)N3CCC(CC3)C(=O)N,Active,,,,High,666.49,class = 0,QC'ed NCATS
1446,375842479,90489340,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCC3=C2NC4=C3C=CC=C4Cl,Active,,,,High,592.74,class = 0,QC'ed NCATS
1447,99367946,46907656,CN(C)C1=CC=CC(=C1)C2=NC=CC(=N2)N3CCC(CC3)C(=O)N,Active,,,,High,286.52,class = 0,QC'ed NCATS
1448,375818428,134794920,C1CN(CCN1C2=NC=CC=N2)C(=O)C3=NC(=C4N3C=CC=C4)C5=CN=CC=C5,Active,,,,High,>1000,class = 0,QC'ed NCATS
1449,4259336,1252141,CN1C2=C(C=C(C=C2)NC(=O)COC3=CC=C(C=C3)Cl)N=C1CN4CCCC4,Active,,,,High,>1000,class = 0,QC'ed NCATS
1450,99431320,46926043,C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=CC=CC=C5I)C(=O)C1,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1451,161004155,70789491,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4,Active,,,,High,>1000,class = 0,QC'ed NCATS
1452,174006570,24785538,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,Active,,,,High,780.12,class = 0,QC'ed NCATS
1453,7977755,868798,CC1=CN=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=C(O4)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1454,124391206,53255389,C1=CC=NC(=C1)N[S+](=O)(C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)Cl)[O-],Active,,,,High,651.48,class = 0,QC'ed NCATS
1455,49819947,4307096,COC1=CC=C(C=C1)CCNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(C2=N)CCCN5CCOCC5,Active,,,,High,394.5,class = 0,QC'ed NCATS
1456,24398415,16020144,CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C4=CC=CO4)C5=CC=C(C=C5)C,Inactive,,,,Low,6.34,class = 1,QC'ed NCATS
1457,144116927,60167883,CC1=NC=C(C=C1)C2=CC=C(C=C2)CNC3=NC(=NC4=CC=CC=C43)C5=CC=CC=C5C(C)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1458,375862599,53137387,CC1=CC(=CC(=C1)C(=O)NC2=CC3=C(C=C2)C(=NC=N3)N4CCCC4)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1459,162010108,71296001,CNC1=NC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Active,,,,High,256.99,class = 0,QC'ed NCATS
1460,17507451,2874147,COC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Br)C(N2CC(=O)NN)C4=CC=CC=C4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1461,24269973,15989546,CC(=O)NC1=CC=C(C=C1)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,Active,,,,High,224,class = 0,QC'ed NCATS
1462,136889468,57383399,CCN1C2=C(C=CC(=C2)C(=O)NCC3=CC=CC=C3)S(=O)C4=CC=CC=C4C1=O,Active,,,,High,775.35,class = 0,QC'ed NCATS
1463,375884850,134805319,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C=CN(C3=CC(=N2)C4=CC=CC(=C4)CO)C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1464,363681477,71661259,CN1CCN(CC1)C(=O)C2=CC3=C(C=C2)C=C(C=C3)CCNC4=NC=NC5=C4C=C(C=C5)C#N,Active,,,,High,545.34,class = 0,QC'ed NCATS
1465,162211026,71307843,CC1=CC(=C(N1C2=CC=CC(=C2)C#N)C)C3=NN=C4N3CCCCC4,Active,,,,High,228.67,class = 0,QC'ed NCATS
1466,144116931,60167921,CC1=CN=C(N=C1NCC2=CC=C(C=C2)C3=CN=CC=C3)C4=CC=CC=C4C(F)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
1467,24267952,15987948,C1CN(CCN1C2=CC(=CC=C2)Cl)C(=O)CCCCN3C(=O)C4=C(C=CS4)NC3=O,Active,,,,High,855.2,class = 0,QC'ed NCATS
1468,375844493,90489320,C1CC(C2=C(C1)C3=C(N2)C(=CC=C3)Cl)NC(=O)CC4=NNC(=O)C5=CC=CC=C54,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1469,4262889,2954542,CC(C1=CC=CC=C1)NC2=NC(=NC3=CC=CC=C32)N4CCN(CC4)S(=O)(=O)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1470,164755706,71771108,CC1=C(C(=CC=C1)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(N(C)C)[O-],Active,,,,High,354.99,class = 0,QC'ed NCATS
1471,163826990,71660747,C1CCN(C1)[S+](=O)(C2=CC3=C(C=C2)OC(=N3)NC4=NC(C5=C(N4)CCCC5=O)C6=C(C=NN6)Cl)[O-],Active,,,,Moderate,47.04,class = 1,QC'ed NCATS
1472,24276304,5292916,COC1=C(C=CC(=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)OCC4=CC=C(C=C4)F,Active,,,,High,640.64,class = 0,QC'ed NCATS
1473,24415227,4246541,CCN(CC)S(=O)(=O)C1=CC2=C(C=C1)OC(=C2C)C(=O)NC3=C(C=C(C=C3)Br)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1474,4262480,2961632,CCN1CCN(CC1)CCCOC2=CC=C(C=C2)C3=CC=CC=C3,Active,,,,High,>1000,class = 0,QC'ed NCATS
1475,174006651,16725316,CCN(CC)CCN1C2=C(C=CC(=C2)OCCN(CC)CC)C(=O)C3=C1C=C(C=C3)Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
1476,162010081,946310,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC=CC=C4F,Active,,,,High,838.95,class = 0,QC'ed NCATS
1477,375824425,134797955,COC1=CC=CC=C1NC2=NC(=NC=C2)N3CCN(CC3)C(=O)C4=CC=CC=C4Cl,Active,,,,High,173,class = 0,QC'ed NCATS
1478,99367965,46907670,C1CN(CCC1C(=O)N)C2=NN=C(S2)C3=CC=C(C=C3)Br,Active,,,,High,524.51,class = 0,QC'ed NCATS
1479,375886165,134806633,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C=CN(C3=CC(=N2)C4=CC=C(C=C4)F)C(C)C)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1480,4242680,3237504,COC1=CC(=C(C=C1)OC)C2=NC3=CC=CC=C3C(=C2)C(=O)N4CCN(CC4)C5=NC=CC=N5,Active,,,,High,>1000,class = 0,QC'ed NCATS
1481,375817949,137299468,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCN(CC3)C(=O)CC4=CC=C(C=C4)F,Active,,,,High,540.4,class = 0,QC'ed NCATS
1482,163827042,71660777,CN1C=C(C(=N1)C2C3=C(CCCC3=O)NC(=N2)NC4=NC5=CC=CC=C5O4)Cl,Active,,,,High,633.38,class = 0,QC'ed NCATS
1483,375888647,134809115,CN1C2=CC(=C(N=C2N=C1C(=O)NCCC3=CC=CC=N3)C4=CC=CC=C4)Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
1484,375886946,134807414,CC1=NN2CCCN(C2=C1C3=CC=CC=C3C4=CC=CC=C4)CC5=CC=C(S5)C(=O)O,Active,,,,High,108.83,class = 0,QC'ed NCATS
1485,24383993,16007814,CCN1C2=C(C=CC(=C2)C(=O)NCC3=CC=C(C=C3)OC)S(=O)C4=CC=CC=C4C1=O,Active,,,,High,882.71,class = 0,QC'ed NCATS
1486,24406580,7498662,CC1=CC=CC=C1C(=O)NC2=CC3=C(C=C2)N(CCC3)C(=O)C4=CC=CS4,Active,,,,High,686.94,class = 0,QC'ed NCATS
1487,174007018,58221879,CC(C#CC1=CC2=C(CCN2C3=NC(=NC=C3Cl)N)C=C1)(C4=NC=CS4)O,Active,,,,High,515.55,class = 0,QC'ed NCATS
1488,363678392,46742353,C1=CC=C(C=C1)C2=CC=C(C=C2)CNC3=C(N=NC(=N3)C4=CC=CC=N4)C5=CC=CC=C5,Active,,,,High,>1000,class = 0,QC'ed NCATS
1489,24789796,135443095,C1=CC=C(C(=C1)/C=N/NC2=C(C=CC=N2)[N+](=O)[O-])O,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1490,136889449,57383397,CCN1C2=C(C=CC(=C2)C(=O)N[C@H](C)C3=CC=C(C=C3)Br)[S@@](=O)C4=CC=CC=C4C1=O,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1491,160844133,63549790,CNC1=NC=CC(=N1)C2=CC=CC3=CC=CC=C32,Active,,,,High,904.52,class = 0,QC'ed NCATS
1492,162010083,929366,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=CC=C4)Cl,Active,,,,High,250.24,class = 0,QC'ed NCATS
1493,144116988,60167816,CC1=CN=C(N=C1NCC2CCN(CC2)C3COC3)C4=CC=CC=C4C(C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1494,161004088,70789461,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CN=CC=C4,Active,,,,High,103.6,class = 0,QC'ed NCATS
1495,164755741,71771059,CC1=CC(=C(N1)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=C(C=C3)Br)[O-])C,Active,,,,High,736.82,class = 0,QC'ed NCATS
1496,164755763,26850581,COC1=C(C=C(C=C1)NC(=O)C2=CC=CC=C2)S(=O)(=O)NC3=CC=C(C=C3)Br,Active,,,,High,731.11,class = 0,QC'ed NCATS
1497,124350055,44312236,C1=COC(=C1)C(=O)C2=CC\3=C(C=C2)NC(=O)/C3=C\C4=CC(=C(C(=C4)Cl)O)Cl,Active,,,,Moderate,41.15,class = 1,QC'ed NCATS
1498,24392254,16014644,CCCCN1C=C2C(=C1C3=CC=C(C=C3)Br)C(=O)N(C(=O)N2C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1499,99367939,46907744,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)OC(F)(F)F,Active,,,,High,103.99,class = 0,QC'ed NCATS
1500,29216955,17757088,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3NC(C)C4=CC=CC=C4,Active,,,,High,>1000,class = 0,QC'ed NCATS
1501,170465125,208908,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,Inactive,,,,Low,1,class = 1,QC'ed NCATS
1502,99367962,46907748,C1CN(CCC1C(=O)N)C2=NC=C(S2)C3=CC4=C(C=C3)OCO4,Active,,,,High,691.51,class = 0,QC'ed NCATS
1503,161003999,70789547,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)Cl)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Active,,,,Moderate,23.45,class = 1,QC'ed NCATS
1504,24387064,16010530,CN(C1=CC=C(C=C1)OC)C(=O)C2=CC3=C(S2)C4=CC=CC=C4OC3,Active,,,,High,821.73,class = 0,QC'ed NCATS
1505,104224415,3782995,COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C3COC4=CC=CC=C4O3,Active,,,,High,>1000,class = 0,QC'ed NCATS
1506,162211022,71307815,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)N(C=N3)C4=CC=C(C=C4)C(F)(F)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
1507,24417337,16034817,CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN4CCOCC4)C5=CC(=C(C=C5)OC)OC,Active,,,,High,402.82,class = 0,QC'ed NCATS
1508,174006699,766949,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1509,24391907,16014337,CCC1=NN=C(S1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)C,Active,,,,Moderate,32.91,class = 1,QC'ed NCATS
1510,363681091,70980530,C[C@@H]1CN([C@H](CN1)CN2CCOC[C@H]2C)CC(=O)N3CC(C4=C3C=C(C=N4)CC5=CC=C(C=C5)F)(C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1511,24270655,15990040,COC1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)C(F)(F)F,Active,,,,Moderate,82,class = 1,QC'ed NCATS
1512,17433275,5738266,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(O3)SC4=CC=C(C=C4)Cl)/C#N,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1513,160844060,70701366,C1=CC(=CC=C1NCC2=C(C=C(C=C2)Cl)O)S(=O)(=O)NC3=NC=CS3,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1514,161004105,70789495,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=C(C=C3)C#N,Active,,,,Moderate,69.58,class = 1,QC'ed NCATS
1515,862844,664077,CC1=CC2=C(C=C1)C3=C(N2)C(=NC=N3)N4CCN(CC4)CC5=CC=CC=C5,Active,,,,High,>1000,class = 0,QC'ed NCATS
1516,24409243,16030494,COC1=CC=CC=C1C(=O)NC2=NN=C(S2)SCC3=CC(=O)C4=CC=CC=C4N3,Active,,,,High,286.58,class = 0,QC'ed NCATS
1517,375886500,134806968,C1CN(CC2=CN=C(C=C2N1)NC3=CC=CC=C3)CC4=CNC5=CC=CC=C54,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1518,164755757,71771062,COC1=C(C=C(C=C1)NC(=O)C2=CC=CN2)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],Active,,,,High,>1000,class = 0,QC'ed NCATS
1519,99431339,46926058,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NC5CCCCC5,Active,,,,High,734.03,class = 0,QC'ed NCATS
1520,160844093,70701360,C1=CC=C2C(=C1)C=CC=C2NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1521,161004146,70789536,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5,Active,,,,High,445.04,class = 0,QC'ed NCATS
1522,375847708,91891800,CC1=NOC(=N1)C2=CN(N=N2)C3CCN(CC3)C(=O)C4(CC4)C5=CC=C(C=C5)OC,Active,,,,Moderate,34.88,class = 1,QC'ed NCATS
1523,161004468,70789699,COC1=C(C=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)F,Active,,,,High,445.33,class = 0,QC'ed NCATS
1524,124892292,5708341,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC(=C1)/C=C/C3=CC=CC=C3Cl)Cl,Active,,,,High,832.74,class = 0,QC'ed NCATS
1525,161004056,70789378,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=CC=C(C=C3)C4=CC=CC=C4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1526,161004078,70789554,CC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=C(C=C4)C,Active,,,,High,529.83,class = 0,QC'ed NCATS
1527,162010112,9901007,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,Active,,,,High,720.75,class = 0,QC'ed NCATS
1528,24405034,16026577,CCOC1=CC=C(C=C1)N2CC(CC2=O)C3=NC(=NO3)C4=CC(=C(C(=C4)OC)OC)OC,Active,,,,High,>1000,class = 0,QC'ed NCATS
1529,24268876,15988676,CC1=C(C=CC(=C1)Br)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3,Inactive,,,,Low,1,class = 1,QC'ed NCATS
1530,144116989,60167873,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(C)(C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1531,99367947,46907705,CC(C)COC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,,,,Moderate,48.41,class = 1,QC'ed NCATS
1532,4239487,3234594,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)CC4=CC=CC=C4)CC2,Active,,,,High,449.31,class = 0,QC'ed NCATS
1533,170466929,72187560,CCC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC6=C(C=C5)OCO6)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1534,136882616,57377246,CN1C2=C(C=CC(=C2)C(=O)NCCC3=CC=CS3)[S@@](=O)C4=CC=CC=C4C1=O,Active,,,,High,626.19,class = 0,QC'ed NCATS
1535,375885577,134806045,C1=CC2=C(C(=C1)C3=CN4C=NC=C4C(=C3)C5=CC=NC=C5)NC=C2,Active,,,,High,157.41,class = 0,QC'ed NCATS
1536,24396621,16018629,COC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)C=C)C(=O)O)CNC4CCCCC4,Active,,,,High,771.14,class = 0,QC'ed NCATS
1537,24414195,4107705,CCC1=CC=CC=C1NC2=C3C=NN(C3=NC=N2)C4=CC=C(C=C4)Cl,Active,,,,High,253,class = 0,QC'ed NCATS
1538,24267852,9551517,CCN1C=C(C2=CC(=C(C=C2C1=O)OC)OC)C(=O)N3CCN(CC3)C4=CC(=CC=C4)Cl,Active,,,,High,832.67,class = 0,QC'ed NCATS
1539,104224571,49852770,C[C@H]1CN(CCN1C(=S)NC2=NC=CC(=C2)C)C3=CC=CC(=C3)C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1540,4260500,1245673,CC1=CC(=CS1)C(=O)NC2=NN=C(S2)C3CCCCC3,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1541,24269080,1252602,CCCN1C=NC2=C1C=CC(=C2)NCC3=C(C=C(C=C3)OC)OC,Active,,,,High,>1000,class = 0,QC'ed NCATS
1542,144116968,60167796,C1=CC=C(C(=C1)C2=NC=C(C(=N2)NCC3=CC=C(C=C3)C4=CN=CC=C4)F)C(F)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
1543,162010009,71295942,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=C4)C)C=NC=C3)OCC,Active,,,,Moderate,20.6,class = 1,QC'ed NCATS
1544,87677806,44143946,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)F,Active,,,,High,198.28,class = 0,QC'ed NCATS
1545,124398502,2163014,C1=CC=C(C=C1)SCC(=O)NC2=NN=C(S2)COC3=CC=C(C=C3)Cl,Active,,,,High,498,class = 0,QC'ed NCATS
1546,99431342,46926061,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NCC5=CC=CC=C5,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1547,162210997,3799619,CC1=CC=CC=C1CSC2=NC3=C(N2)C=C(C=N3)Br,Active,,,,High,497.14,class = 0,QC'ed NCATS
1548,137275922,53484170,CC1=CN2C(=CN=C2C(=N1)NC3=C(C=C(C=C3)C(=O)N4CCNCC4)F)C5=CNN=C5,Inactive,,,,Low,1,class = 1,QC'ed NCATS
1549,161004138,70789489,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC=C4C#N,Active,,,,Moderate,61.83,class = 1,QC'ed NCATS
1550,161004172,70789445,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC=C4F,Active,,,,High,467.61,class = 0,QC'ed NCATS
1551,144116895,60167882,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3Cl)NCC4=CC=C(C=C4)C5=CN=CC=C5,Active,,,,High,944,class = 0,QC'ed NCATS
1552,377691047,135508281,CC1=NN(C2=C1C(=CC(=O)N2)C(F)(F)F)CCC3=NC(=CS3)C4=CC=C(C=C4)OC(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1553,161004087,70789562,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)OC5=CC=CC=C5,Active,,,,Moderate,44.39,class = 1,QC'ed NCATS
1554,162010010,71295944,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=C4)C)C=CN=C3)OCC,Active,,,,High,183.65,class = 0,QC'ed NCATS
1555,4265677,1416241,CCC1=NC2=C(C(=O)N1CC3=CC=CO3)SC4=C2C=C5COC(CC5=N4)(C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1556,363678194,44464263,C1CC(C1)C(=O)NCCCNC2=NC(=NC=C2C3CC3)NC4=CC=CC(=C4)CN5CCOCC5,Active,,,,High,904.71,class = 0,QC'ed NCATS
1557,124878808,336423,CC1=CC=CC=C1CN2C3=C(CN(CC3)CC4=CC=CC=C4)C(=O)N5C2=NCC5,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1558,375869961,91891630,C1CCC2=C3C(=O)N(C=CN3N=C2CC1)CC(=O)NC4=CC5=C(C=C4)OCO5,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1559,24386348,16009866,COC1=CC=CC=C1NC(=O)C2=C(C3=CC=CC=C3O2)NC(=O)CC4=CC=CS4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
