Solubility_log(mol/L),SMILES
-2.88,Cc1cc(Cl)ccc1N=CN(C)C
-2.8799222949,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
-2.8795,Nc1ccc2ccccc2c1
-2.8786010762,Fc1ccc(C(c2ccc(F)cc2)[NH+]2CC[NH2+]CC2)cc1
-2.8784,CNc1ccccc1C(=O)O
-2.878,Nc1cnn(-c2ccccc2)c(=O)c1Cl
-2.8774727951999997,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
-2.8773,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C
-2.8772524161,CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1
-2.8756,CCCCC1(CCCC)C(=O)NC(=O)NC1=O
-2.8747,COc1cc(C=O)cc(Cl)c1O
-2.8745,CC1=NNC(=O)N(/N=C/c2cccnc2)C1
-2.8742257801999997,C=CCOc1nc(OCC=C)nc(OCC=C)n1
-2.8741,Nc1ccc(S(=O)(=O)Nc2ncc(C(=O)O)s2)cc1
-2.8739999999999997,O=C1CCCCCCCCCCCCCCN1
-2.873,COC(=O)c1ccc(O)c(Cl)c1
-2.8726,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
-2.8712,COc1c(O)cc(Cl)c(Cl)c1Cl
-2.8700736410000003,CCC(=O)OCCC(C)C
-2.87,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21
-2.87,CN(O)C(=O)c1ccc([N+](=O)[O-])cc1
-2.87,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
-2.8690757363999997,O=P12OB(O1)O2
-2.8684,Nc1ccc(S(=O)(=O)Nc2nncs2)cc1
-2.8665,CC(C)(C)NC(=O)COC(=O)c1ccccc1
-2.8664,CC(=O)N(C)C(=O)COC(=O)c1ccccc1
-2.863,CNC(=O)Oc1ccccc1C(C)C
-2.8629,C
-2.8612,NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1
-2.8611137345,Nc1ccccc1-c1ccccc1
-2.861,CCOC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C
-2.8608,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
-2.86,CCN1C(=O)c2cccnc2N(CC)c2ncccc21
-2.86,Cc1cc(Cl)ccc1N=CN(C)C
-2.86,NC(Cc1cc(I)c(O)c(I)c1)C(=O)O
-2.8588087212,O=S(Cc1ccccc1)Cc1ccccc1
-2.8583,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O
-2.8579,CC(C)OP(=O)(OC(C)C)SCc1ccccc1
-2.8578,CCNC(=O)Nc1ncc([N+](=O)[O-])s1
-2.8569254582999997,CSc1cc(SC)c(N)c(C)c1N
-2.8545113539999996,Cc1cc(O)ccc1C(C)C
-2.8516,O=C(O)/C=C\C=C/C(=O)O
-2.85,CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cccc(CN)c1
-2.85,CCCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1
-2.85,CCCCOP(=O)(OCCCC)OCCCC
-2.85,CNC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-]
-2.85,NC(CSCCSCC(N)C(=O)O)C(=O)O
-2.85,O=C(O)/C=C/C=C/C(=O)O
-2.85,O=C(Oc1ccccc1)c1ccccc1
-2.85,O=C(c1ccccc1)C(O)c1ccccc1
-2.85,O=C1CNC(=O)c2ccccc2N1
-2.8497223519,O=C(c1ccccc1)C(O)c1ccccc1
-2.8497,O=C([O-])CNS(=O)(=O)c1ccc2ccccc2c1
-2.8480980227,Cc1ccc(C(=O)O)cc1[N+](=O)[O-]
-2.8477212054,C1=CC2CCC1C2
-2.8474,O=C1CCCCCCCCCCCCCCCCCN1
-2.8473301434,Nc1ccc(C(F)(F)F)cc1
-2.843,CC(=O)Nc1ccc(Cl)cc1
-2.8409,COc1ccc(O)c([N+](=O)[O-])c1
-2.84,CC(=O)Nc1ccc(Cl)cc1
-2.84,CC(=O)Oc1ccc(/C=N/NC(N)=O)cc1
-2.84,CC(CCCCO[N+](=O)O)O[N+](=O)O
-2.84,CCC
-2.84,CCCC(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O
-2.84,CCN(CC)CC(OC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1
-2.84,Cc1ccc(S(=O)(=O)N=c2sc(S(N)(=O)=O)nn2C)cc1
-2.84,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21
-2.8359048818,COC(=O)c1ccc(C(=O)OC)c([N+](=O)[O-])c1
-2.8328690377999997,Cc1cccc(C)c1
-2.8310000000000004,O=c1[nH]c2cc(Cl)ccc2o1
-2.8304701939999997,COc1cc(/C=C/C(=O)O)cc(OC)c1OC
-2.8302990647,CN(C)C(=S)SC(=S)N(C)C
-2.8302608531,CC(C)[C@H]1CC[C@@H](C)CC1O
-2.83,CC(=O)CC(C)=NCCN=C(C)CC(C)=O
-2.83,CCC(=O)OCOC(=O)c1cn(CC)c2nc(C)ccc2c1=O
-2.83,CCCC(=O)OCn1ncc2c(=O)[nH]cnc21
-2.83,CCCC(=O)Oc1ccc(NC(C)=O)cc1
-2.83,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
-2.83,O=C(CCCN1CCC(O)(c2ccc(F)cc2)CC1)c1ccc(F)cc1
-2.83,O=C(O)C(Oc1ccccc1Cl)Oc1ccccc1Cl
-2.83,O=C(O)c1ccccc1C(=O)OCCOC(=O)c1ccccc1C(=O)O
-2.8289,CCCCCCOC(=O)CCOCC
-2.8271,CC(Oc1ccc(Cl)cc1Cl)C(=O)O
-2.8267,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
-2.8266,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2C5O)N3[C@@H]1O
-2.8265354685000004,Cc1cccc(CC(C)(C)CO)c1
-2.8265,O=Cc1ccc(C=O)cc1
-2.826,CCOP(=S)(OCC)Oc1ccc(N)cc1
-2.8258731416,OCc1cccc(Oc2ccccc2)c1
-2.825819918,COC(=O)c1cccc(C(=O)OC)c1
-2.8248,CCCCCS
-2.8232791913999997,CCC(=O)[O-].[Zr+4]
-2.8206093768,Cc1cc(C)c(S(=O)(=O)O)c(C)c1Nc1ccc(Nc2c(C)cc(C)c(S(=O)(=O)O)c2C)c2c1C(=O)c1ccccc1C2=O.NCCCCCCN
-2.8204596094,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12
-2.8204043469,N#CCN(CC#N)CCN(CC#N)CC#N
-2.82,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1
-2.82,C=Cc1ccccc1
-2.82,CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1cccc(CN)c1)C(=O)O
-2.82,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O
-2.82,CCCCCCC(CCC)(CCC)C(=O)NO
-2.82,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
-2.82,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
-2.82,Cc1cccc(C)c1
-2.82,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
-2.82,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O
-2.82,NC(=O)OCC1CSC2(CCCCC2)O1
-2.82,O=C(OCc1ccccc1)n1cc(F)c(=O)[nH]c1=O
-2.82,O=c1ccn(CCO)c(C(O)c2ccccc2)c1O
-2.82,O=c1cnc2c(=O)[nH]cnc2[nH]1
-2.8195043204,O=C1CCCCCCCCCCCN1
-2.8193366955,C=CC(=O)OCCCCCCOC(=O)C=C
-2.8191677601,Cc1ccc(C)cc1
-2.8191677601,Cc1ccccc1C
-2.8164963969,CCCCC(C(=O)OCC)C(=O)OCC
-2.8141,O=C(O)c1ccc2c(c1C(=O)O)C(=O)c1ccccc1C2=O
-2.8135095056,O=C(O)CC(CP1(=O)Oc2ccccc2-c2ccccc21)C(=O)O
-2.813,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
-2.8126,O=C1CCCCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCCCN1
-2.8121429702999996,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
-2.8121429702999996,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
-2.812,O=c1[nH]c2ccccc2[nH]c1=O
-2.8118286729000004,O=[N+]([O-])c1ccc(Cl)cc1
-2.8102,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl
-2.81,CC(C)Nc1nc(NC(C)C)[nH]c(=O)n1
-2.81,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
-2.81,CCC(=O)n1ncc2c(=O)[nH]cnc21
-2.81,CCCCCCCCCCNC(=O)NC1CCCCC1
-2.81,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
-2.8097,O=C(O)COc1cccc(Cl)c1Cl
-2.8092,O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1
-2.8089999999999997,Cc1nc(C)c(C(=O)O)cc1C(=O)O
-2.8089999999999997,ClC(Cl)c1ccccc1
-2.8083913687999997,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1[O-].[Pb+2]
-2.8068769998,CCCCOCOCCCC
-2.805,Nc1ccc(S(=O)(=O)c2cnc(N)s2)cc1
-2.8026246384,Clc1ccc2c(Cl)ccnc2c1
-2.8014,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1
-2.8005950876,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1
-2.8001,FC(F)=C(F)F
-2.8,C=CCOc1ccc([N+](=O)[O-])cc1N
-2.8,CCCC1(CC)C(=O)NC(=S)NC1=O
-2.8,CNC(=O)Oc1cccc2c1OC(C)(C)C2
-2.8,Cc1ccccc1C
-2.8,O=C(C(=O)c1ccccc1)c1ccccc1
-2.8,O=C(O)c1ccc([N+](=O)[O-])cc1
-2.7993,CCc1ccccc1[N+](=O)[O-]
-2.7964187192,CC(=O)c1ccc2ccccc2c1
-2.7939,O=C(O)C1=CCCc2ccccc21
-2.7929479843,CO[Si](CCCCCC[Si](OC)(OC)OC)(OC)OC
-2.7927245342,CC(=O)OC/C=C/c1ccccc1
-2.7910000000000004,O=C(O)c1ccccc1CC(=O)c1ccccc1C(=O)O
-2.7902167817000003,BrCCCCBr
-2.79,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
-2.79,C=CC1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
-2.79,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43
-2.79,Cc1ccccc1N(O)C(=O)CCc1ccccc1
-2.79,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccccc1[N+](=O)[O-]
-2.7896,Cc1cc(C)c([PH](=O)O)c(C)c1
-2.7894,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
-2.7883,C/C=C(/CCCC)C(=O)NC(N)=O
-2.7868204517,Nc1ccc2cc(S(=O)(=O)[O-])c(N=Nc3ccc(N=Nc4cccc(C(=O)[O-])c4O)c4ccccc34)c(O)c2c1.[Na+].[Na+]
-2.7852565820999997,CC(C)c1ccc(C=O)cc1
-2.783,COc1cccc(Cl)c1
-2.7813,I/C=C\I
-2.7811280063,N=C(c1ccccc1)c1ccccc1
-2.78,CC(=O)Nc1ccc(S(=O)(=O)NC(C)=O)cc1
-2.78,CCC(=O)OCSc1ncnc2c1ncn2COC(=O)CC
-2.78,COc1ccc(Cl)cc1
-2.78,COc1cccc(Cl)c1
-2.78,c1ccc2c(c1)cnc1ccccc12
-2.7793254939999996,COc1ccc(Cl)cc1
-2.7785623319,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
-2.7785,COC(=O)/C(C)=C/OP(=S)(OC)OC
-2.7785,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O
-2.7782267945,C/C=C/c1ccc(OC)c(OC)c1
-2.7764329492,CC(C)(C)OOC(=O)c1ccccc1
-2.7763,c1ccc2c(c1)cnc1ccccc12
-2.7745,Oc1ccc(Sc2ccccc2)cc1
-2.7739999999999996,O=C1CCCCC1C1=CCCCC1
-2.772789495,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C
-2.7708536118,CC(C)CCCCCC(=O)NCCCCCC(=O)O
-2.77,CC(=O)Oc1ccccc1C(=O)OCN1C(=O)CCC1=O
-2.77,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O
-2.77,CCC(CC)(C(=O)NC(N)=O)C(=O)OC(C)C
-2.77,CCc1ccccc1
-2.77,Cc1ccc(C)cc1
-2.77,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(I)cc1
-2.77,NC(CSCCCCCCSCC(N)C(=O)O)C(=O)O
-2.77,O=C(O)/C=C(\Cl)c1ccccc1
-2.77,O=[N+](O)OCCCCCCO[N+](=O)O
-2.77,O=[N+]([O-])c1cccc(Cl)c1
-2.7696,CCC1(C2=CC3CCC(C2)C3)C(=O)NC(=O)NC1=O
-2.7695,CC#CCCCC
-2.7681111795,CCCCCCCCCC(=O)N(C)C
-2.7678536958,Nc1cccc2c(N)cccc12
-2.7673615716000004,CC(O)CCC1CCCCC1
-2.7668,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O
-2.7667755992000003,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
-2.766,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O
-2.7656,O=C(O)COc1nc(Cl)c(Cl)cc1Cl
-2.7647010816,Cc1ccc(S(C)(=O)=O)cc1[N+](=O)[O-]
-2.7622964758,O=C(OCC1CO1)c1ccc(C(=O)OCC2CO2)c(C(=O)OCC2CO2)c1
-2.7615135856,C=CCCCCCCCCC(=O)N(CCO)CCO
-2.7612722995,O=[N+]([O-])c1cccc(Cl)c1
-2.76,CC(C)C(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O
-2.76,CCC(C)n1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O
-2.76,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
-2.76,COc1ccc(S(=O)(=O)N=c2sc(S(N)(=O)=O)nn2C)cc1
-2.76,Cc1ccc(O)c(C(=O)O)c1
-2.76,O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1
-2.7599573667,C=C(F)C(F)(F)F
-2.7592,Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1
-2.7588,CCCCNC(=O)COC(=O)c1ccccc1
-2.7506819237,COc1ccc2[nH]c(=S)[nH]c2c1
-2.7505,Cc1ccc([N+](=O)[O-])c(O)c1
-2.7501,O=C(O)c1cccc2cccc([N+](=O)[O-])c12
-2.75,CCC(C(=O)NC(N)=O)(C(=O)OC)c1ccccc1
-2.75,CCC(C)C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CNCCN2C(=O)C2CCCCN2C1=O
-2.75,CCCCCCCCN
-2.75,COc1ccc(Cn2cc(F)c(=O)[nH]c2=O)cc1
-2.75,Nc1ccc2c(S(=O)(=O)O)cccc2c1
-2.75,Nc1nc2c(ncn2COCCOC(=O)c2ccc(CN3CCOCC3)cc2)c(=O)[nH]1
-2.7494,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl
-2.749354496,N#Cc1ccc(Cl)cc1
-2.7493446847000005,CCC(C)CCCC(C)(C)O
-2.7477385243,COc1ccc2c(c1)CCCC2
-2.7477,CCOC(=O)C(=Cc1ccoc1)NC=O
-2.7475939424,O=S(=O)([O-])CCN1CCN(CCS(=O)(=O)O)CC1.[Na+]
-2.7474051676,Cc1ccc(NCCO)c([N+](=O)[O-])c1
-2.7469,C=CCC(C(=O)NC(N)=O)C(C)C
-2.7460000000000004,OCc1ccc(I)cc1
-2.7448,CCC#CC(C)C
-2.7446854432,CC1CC(C)(C)OC(Cc2ccccc2)O1
-2.744,CCCCCCCC(C)O
-2.7436,Nc1cnn(-c2ccccc2)c(=O)c1Cl
-2.7435,COc1cc(C=O)c(C)cc1O
-2.7429,CCCCCCCOC(=O)c1cccnc1
-2.74,CC(=O)N1CCN(C(=O)/C=C/c2ccc(Sc3ccc4[nH]ccc4c3)c(Cl)c2)CC1
-2.74,CCCCCCC(=O)OCC
-2.74,CCCCCCCC(C)O
-2.74,CCCCNC(=O)OCC(C)(CCC)COC(N)=O
-2.74,ClC(Cl)=C(Cl)Cl
-2.74,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
-2.74,FC(F)(Cl)C(F)(F)Cl
-2.74,Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1
-2.7387726333,CCOC(=O)N1C(=O)c2ccccc2C1=O
-2.738284824,CC(C)COC(=O)c1cc(N)c(Cl)c(N)c1
-2.7377,Oc1cc2ccccc2cc1O
-2.7372,Cn1cnc2c1c(=O)[nH]c(=O)n2C
-2.7369,CCCCCCC(=O)OCC
-2.7359260939,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C
-2.7359,CNC(=O)Sc1ccc(OS(C)(=O)=O)cc1
-2.7354179060000003,O=c1[nH]c2ccccc2c(=O)o1
-2.7353,CCSc1nnc(C(C)(C)C)c(=O)n1N
-2.7346414392,CCCCCCCCCCCC(=O)N(C)CC(=O)O
-2.7345,COc1ccc(NC(=N)Nc2ccc(OC)cc2)cc1
-2.7343475301,COC(=O)/C=C/c1ccccc1
-2.7330206214999997,O[Si](O)(c1ccccc1)c1ccccc1
-2.7325883752,Clc1nc2ccccc2s1
-2.7324,CCCCCCl
-2.7321,CC(C)NC(=O)COC(=O)c1ccccc1
-2.732,C=CC(C)C
-2.7308,O=C(O)c1ccccc1I
-2.7307,C=C(C)CC
-2.73,C=C(C)CC
-2.73,C=CC(C)C
-2.73,CCCCCCl
-2.73,CCNc1nc(NCC)nc(SC)n1
-2.73,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
-2.73,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
-2.73,COC(=O)C(C#N)C(=O)CC(C)C
-2.73,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
-2.73,Cc1ccccc1C(=O)NNC(=O)c1ccncc1
-2.73,O=C(O)c1ccccc1-c1ccccc1
-2.73,O=C(O)c1ccccc1C(=O)c1ccc(O)cc1
-2.73,O=C(c1ccccc1)N(O)c1ccccc1
-2.7287,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
-2.7275,N#CCC(=O)Nc1ccccc1
-2.7272,BrCC(Br)Br
-2.7229,c1ccc(CCNCc2ccccc2)cc1
-2.7226339225,O=C(CCCCl)c1ccc(F)cc1
-2.7224387152999996,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
-2.7223,ClC(Cl)C(Cl)C(Cl)Cl
-2.7221977641,CCCCCCCCC(=O)O
-2.72,BrC(Br)C(Br)Br
-2.72,CCC(=O)Oc1ccc(NC(C)=O)cc1
-2.72,CCC1CCCCN1C(=O)COC(=O)c1ccccc1
-2.72,CCc1onc(C)c1N=C1C=C(O)C(=O)c2ccccc21
-2.72,CN1CC(O)C2=CC(=NNC(N)=O)C(=O)C=C21
-2.72,CN1CCC23CCCCC2C1Cc1ccc(O)cc13
-2.72,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O
-2.72,NS(=O)(=O)c1cc(S(=O)(=O)c2cccc(O)c2)cs1
-2.72,O=C(O)C=CC(=O)Nc1ccccc1
-2.7193,CCC(C)OC(=O)c1cccc([N+](=O)[O-])c1C(=O)[O-]
-2.7186,CCOC(=O)c1[nH]c(C=O)c(CC)c1C
-2.7172,CC(NC(=O)COC(=O)c1ccccc1)C(N)=O
-2.7171,O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1
-2.7160174073000003,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Co+2]
-2.7145,CCOc1ccc(C(=O)OCCN(CC)CC)cc1
-2.7142946902,OCCOc1ccc2ccccc2c1
-2.7132509977,CC(C)(C#N)N=NC(C)(C)C#N
-2.7116859388999996,CN(C1CCCCC1)S(=O)(=O)c1ccccc1NNC1=C2C(=O)C=C(S(=O)(=O)[O-])C=C2C=CC1=N.[Na+]
-2.7113870277,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
-2.7108382389999996,O=S(=O)([O-])c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1/C=C/c1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)[O-].[Na+].[Na+]
-2.7104892768,NS(=O)(=O)c1ccc([O-])c(N=Nc2c(S(=O)(=O)[O-])cc3cc(Nc4ccc5c([O-])c(N=Nc6cc(S(N)(=O)=O)ccc6[O-])c(S(=O)(=O)[O-])cc5c4)ccc3c2[O-])c1.[Cu+2].[Cu+2].[Na+].[Na+]
-2.7104664382,C1=CCCCC1
-2.71,CC(=O)c1ccc(NN=C(C#N)C#N)cc1
-2.71,CCCCCCCCCCSC(=N)N
-2.71,CCn1ccc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)nc1=O
-2.71,Nc1ccc(S(=O)(=O)O)c2ncccc12
-2.71,O=c1cnc2ncncc2[nH]1
-2.71,S=c1cnc2cncnc2[nH]1
-2.71,Sc1cnc2ncncc2n1
-2.7078,O=C1Cc2c(ccc3ccccc23)O1
-2.7067344575,CC(C)=CCC[C@@H](C)CCO
-2.7063,CC(C)Nc1nc(N)nc(Cl)n1
-2.7039,O=C([O-])CCCCCCCCCCO
-2.7031744039,CCCN(CCC)C(=O)SCC
-2.702803349,c1ccc2c(NCCCN3CCOCC3)cccc2c1
-2.7021,N#Cc1ccc2c(c1)C(=O)OC2
-2.7015911491000004,C=CCc1ccc(OC(C)=O)c(OC)c1
-2.7010952437,CCC(=O)C(C)CC=C(C)C
-2.7,CC(=O)N1CCN(C(=O)/C=C/c2ccc(Sc3ccccc3C(C)C)c([N+](=O)[O-])c2)CC1
-2.7,CC(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
-2.7,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C(CCCN)NC(=O)C2CCC=NN2C1=O
-2.7,CCn1cc(C(=O)OC)c(=O)c2ccc(C)nc21
-2.7,CN(C)S(=O)(=O)N=c1sc(S(N)(=O)=O)nn1C
-2.7,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
-2.7,Cc1cc(C)c(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)c(C)c1
-2.7,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc([N+](=O)[O-])cc1
-2.7,Fc1ccccc1Br
-2.7,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)Cc3ccccc3)n2)cc1
-2.7,NS(=O)(=O)c1nnc(NS(=O)(=O)Cc2ccccc2)s1
-2.7,Nc1ccc(-c2ccc(N)cc2)cc1
-2.7,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
-2.7,O=C(C1CCC1)N(O)C1CCCCC1
-2.7,O=C(O)CCNC(=O)Nc1ccc([N+](=O)[O-])cc1
-2.7,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O
-2.7,O=c1oc2ccc(Cl)cc2n1CO
-2.6995,CCCCOP(=O)(CCCC)OCCCC
-2.6995,CCOCCOC(=O)/C=C/c1ccc(OC)cc1
-2.6994,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O
-2.6993635863,CC1=CC(=O)C=C/C1=N\Nc1ccc(Nc2ccc(S(=O)(=O)[O-])cc2[N+](=O)[O-])cc1.[Na+]
-2.6990298363,[Cl-].[NH3+]c1cc([N+](=O)[O-])cc(Cl)c1O
-2.699,O=C(O)c1cccc(Br)c1
-2.6988459025,[Al+3].[F-].[F-].[F-].[F-].[F-].[F-].[Na+].[Na+].[Na+]
-2.6961915261,CCC(C)(C#N)N=NC(C)(C#N)CC
-2.696,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O
-2.6959998037,CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2
-2.6958,Fc1ccccc1Br
-2.6954,O=C(O)CNC(=O)CNS(=O)(=O)c1ccc2ccccc2c1
-2.6942897822000003,CCC(C)(O)CCCC(C)C
-2.6924708964999997,Cc1nn(-c2ccccc2)c([O-])c1N=Nc1cc(Cl)c(S(N)(=O)=O)cc1[O-].Cc1nn(-c2ccccc2)c([O-])c1N=Nc1cc(Cl)c(S(N)(=O)=O)cc1[O-].[Cr+3].[Na+]
-2.6919999999999997,CC(=O)Nc1ccc([N+](=O)[O-])cc1
-2.6919272706,Nc1ccc(-c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1
-2.6917536232,Cc1ccc(O)c(C(C)(C)C)c1
-2.6916066775,Cc1nn(-c2ccccc2)c([O-])c1N=Nc1cc(S(=O)(=O)[O-])ccc1[O-].[Cr+3].[Na+].[Na+].[O-]c1ccc(N=Nc2ccccc2)cc1N=Nc1c([O-])ccc2ccccc12
-2.6913820060000004,CC
-2.6903136873,COc1cc(N=Nc2cc(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])cc(O)c23)c(C)cc1NC(=O)Nc1cc(C)c(N=Nc2cc(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])cc(O)c23)cc1OC.[Na+].[Na+].[Na+].[Na+]
-2.69,CC(=O)Nc1ccc([N+](=O)[O-])cc1
-2.69,CC(Cl)C(C)(C)Cl
-2.69,CCC1(CC)C(=O)N(C)N(c2ccccc2)C1=O
-2.69,CCCC(=O)OCSc1ncnc2[nH]cnc12
-2.69,COc1ccc(CCNC(=O)CNc2cccc(C(N)=O)c2)cc1OC
-2.69,Nc1nc(N)c2nccnc2n1
-2.69,O=c1[nH]c2cncnc2[nH]c1=O
-2.69,OC(=S)COc1ccc(Cl)cc1Cl
-2.6890833932,COc1ccccc1C
-2.6879470025,CCC(=O)Nc1cccc(Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)c1.[Na+]
-2.6878,O=C1OCCC1N(C(=O)C1CC1)c1cccc(Cl)c1
-2.6876302374,c1ccc(CNCc2ccccc2)cc1
