SMILES,CASRN,EXTERNALID,N,NAME,ARTICLEID,PUBMEDID,PAGE,TABLE,Solubility_log(mol/L),UNIT {Water solubility},"Water solubility {measured, converted}",UNIT {Water solubility}.1,Dataset,Temperature,UNIT {Temperature},Ionic strength,UNIT {Ionic strength},comment (chemical),source,pH,UNIT {pH}
O=C(NC1CCCCC1)NS(=O)(C2=CC=C(CCNC(C3=CN=C(C=N3)C)=O)C=C2)=O,-,-,45,glipizide,A187,18624401,-,1,3.2497,?M/L,5.488,-log(M),,25.11,?C,0.157,mol/L,,,,-
N1C=NC=2N=C(N)NC(=O)C12,-,-,46,Guanine,A187,18624401,-,1,37.382,?M/L,4.427,-log(M),,24.88,?C,0.165,mol/L,,,,-
CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2,-,-,47,Hexobarbital,A187,18624401,-,1,2122.94,?M/L,2.673,-log(M),,24.89,?C,0.183,mol/L,,,,-
S1(=O)(=O)NCNC2=C1C=C(S(=O)(N)=O)C(=C2)C(F)(F)F,-,-,48,Hydroflumethiazide,A187,18624401,-,1,1080.1,?M/L,2.967,-log(M),,24.85,?C,0.182,mol/L,,,,-
C(C1=CC=C(C=C1)O)(=O)O,-,-,49,5_hydroxybenzoic_acid,A187,18624401,-,1,34323.2,?M/L,1.464,-log(M),,25.38,?C,0.218,mol/L,,,,-
CC(CC1=CC=C(C=C1)C(C)C(O)=O)C,-,-,50,Ibuprofen,A187,18624401,-,1,254.455,?M/L,3.594,-log(M),,24.94,?C,0.161,mol/L,,,,-
O=C(C1=CN2C(C)COC3=C(N4CCN(C)CC4)C(F)=CC(C1=O)=C23)O,-,-,51,levofloxacin,A187,18624401,-,1,>140000.0,?M/L,0.8539,-log(M),,25.09,?C,,-,,,,-
CCN1C=C(C(O)=O)C(=O)C=2C=C(F)C(N3CCNC(C)C3)=C(F)C12,-,-,52,Lomefloxacin,A187,18624401,-,1,4647.0,?M/L,2.333,-log(M),,25.18,?C,0.234,mol/L,,,,-
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,-,-,53,loperamide,A187,18624401,-,1,0.08427,?M/L,7.074,-log(M),,24.88,?C,,-,,,,-
C(C1NCCC1)(=O)O,-,-,54,l-proline,A187,18624401,-,1,>535000.0,?M/L,0.2716,-log(M),,24.95,?C,,-,,,,-
N(C)CCCC12C3=C(C(C4=CC=CC=C14)CC2)C=CC=C3,-,-,55,Maprotiline,A187,18624401,-,1,20.3495,?M/L,4.691,-log(M),,25.03,?C,0.156,mol/L,,,,-
CC1=CC=CC(CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(Cl)C=C4)=C1,-,-,56,meclizine,A187,18624401,-,1,0.322,?M/L,6.492,-log(M),,24.37,?C,,-,,,,-
C(C1=C(NC2=C(C(=CC=C2)C)C)C=CC=C1)(=O)O,-,-,57,mefenamic_acid,A187,18624401,-,1,0.183299,?M/L,6.737,-log(M),,25.11,?C,0.154,mol/L,,,,-
CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,-,-,58,Metoclopramide,A187,18624401,-,1,271.981,?M/L,3.565,-log(M),,24.58,?C,0.157,mol/L,,,,-
OCCN1C(=NC=C1N(=O)=O)C,-,-,59,Metronidazole,A187,18624401,-,1,60058.7,?M/L,1.221,-log(M),,24.94,?C,0.213,mol/L,,,,-
ClC1=CC=C(COC(CN2C=CN=C2)C3=CC=C(Cl)C=C3Cl)C(Cl)=C1,-,-,60,miconazole,A187,18624401,-,1,8.53676,?M/L,5.069,-log(M),,24.79,?C,0.152,mol/L,,,,-
CCN1C=C(C(=O)C=2C=CC(=NC12)C)C(=O)O,-,-,61,nalidixic_acid,A187,18624401,-,1,245.393,?M/L,3.61,-log(M),,24.94,?C,0.153,mol/L,,,,-
OC12C3N(CC=C)CCC14C5=C(C3)C=CC(O)=C5OC4C(CC2)=O,-,-,62,Naloxone,A187,18624401,-,1,1265.36,?M/L,2.898,-log(M),,24.63,?C,0.185,mol/L,,,,-
O=C(O)C(C)C1=CC=C2C=C(C=CC2=C1)OC,-,-,63,Naproxen,A187,18624401,-,1,31.9125,?M/L,4.496,-log(M),,25.13,?C,0.158,mol/L,,,,-
C(C1=CC=CN=C1NC2=CC(=CC=C2)C(F)(F)F)(=O)O,-,-,64,niflumic_acid,A187,18624401,-,1,26.3681,?M/L,4.579,-log(M),,25.08,?C,0.154,mol/L,,,,-
O=C1NC(CN1N=CC2=CC=C(N(=O)=O)O2)=O,-,-,65,nitrofurantoin,A187,18624401,-,1,577.432,?M/L,3.238,-log(M),,24.77,?C,0.163,mol/L,,,,-
CCN1C=C(C(=O)C=2C=C(C(=CC12)N3CCNCC3)F)C(=O)O,-,-,66,Norfloxacin,A187,18624401,-,1,1752.0,?M/L,2.756,-log(M),,25.17,?C,0.222,mol/L,,,,-
N(CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2)C,-,-,67,nortriptiline,A187,18624401,-,1,96.1989,?M/L,4.017,-log(M),,24.92,?C,0.155,mol/L,,,,-
CC1COC2=C(N3CCN(C)CC3)C(F)=CC4=C2N1C=C(C(O)=O)C4=O,-,-,68,Ofloxacin,A187,18624401,-,1,54262.5,?M/L,1.266,-log(M),,25.17,?C,0.209,mol/L,,,,-
CC1CN(CC(C)N1)C2=C(F)C(F)=C3C(=C2F)N(C=C(C(O)=O)C3=O)C4CC4,-,-,69,orbifloxacin,A187,18624401,-,1,>26800.0,?M/L,1.572,-log(M),,25.09,?C,,-,,,,-
OC1C2C(O)(C(=O)C=3C1C(O)(C4=C(C3O)C(O)=CC=C4)C)C(O)=C(C(=O)C2N(C)C)C(=O)N,-,-,70,oxytetracycline,A187,18624401,-,1,816.361,?M/L,3.088,-log(M),,25.06,?C,0.193,mol/L,,,,-
C1(=NC=CC=2C=C(C(OC)=CC12)OC)CC3=CC(=C(C=C3)OC)OC,-,-,71,Papaverine,A187,18624401,-,1,135.773,?M/L,3.867,-log(M),,25.19,?C,0.158,mol/L,,,,-
C12=C(C=CC=3C=CC=NC13)C=CC=N2,-,-,73,phenantroline,A187,18624401,-,1,24100.0,?M/L,1.618,-log(M),,25.02,?C,0.28,mol/L,,,,-
C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,-,-,74,Phenazopyridine,A187,18624401,-,1,64.0651,?M/L,4.193,-log(M),,24.9,?C,0.156,mol/L,,,,-
C1(NC(C(C2=CC=CC=C2)(C(=O)N1)CC)=O)=O,-,-,75,Phenobarbital,A187,18624401,-,1,5087.23,?M/L,2.294,-log(M),,25.04,?C,0.191,mol/L,,,,-
N1(N(C2=CC=CC=C2)C(C(CCCC)C1=O)=O)C3=CC=CC=C3,-,-,76,Phenylbutazone,A187,18624401,-,1,40.6647,?M/L,4.391,-log(M),,26.16,?C,0.153,mol/L,,,,-
C(C1=C(C(=O)O)C=CC=C1)(=O)O,-,-,77,phthalic_acid_form_I,A187,18624401,-,1,32158.4,?M/L,1.493,-log(M),,25.1,?C,0.281,mol/L,,,,-
C(C1=C(C(=O)O)C=CC=C1)(=O)O,-,-,78,phthalic_acid_form_II,A187,18624401,-,1,24823.5,?M/L,1.605,-log(M),,24.86,?C,0.261,mol/L,,,,-
CC(C)NCC(O)COC1=CC=CC=2NC=CC12,-,-,79,Pindolol,A187,18624401,-,1,162.89,?M/L,3.788,-log(M),,25.58,?C,0.161,mol/L,,,,-
S1(=O)(=O)N(C)C(=C(C2=CC=CC=C12)O)C(NC3=CC=CC=N3)=O,-,-,80,Piroxicam,A187,18624401,-,1,15.7828,?M/L,4.802,-log(M),,25.03,?C,0.153,mol/L,,,,-
NC1=CC=C(C(NCCN(CC)CC)=O)C=C1,-,-,81,Procainamide,A187,18624401,-,1,>43800.0,?M/L,1.359,-log(M),,24.87,?C,,-,,,,-
NC1=CC=C(C(OCCN(CC)CC)=O)C=C1,-,-,82,procaine,A187,18624401,-,1,19094.0,?M/L,1.719,-log(M),,25.19,?C,0.192,mol/L,,,,-
CC(C)NCC(O)COC1=CC=CC=2C=CC=CC12,-,-,83,Propranolol,A187,18624401,-,1,320.772,?M/L,3.494,-log(M),,25.52,?C,0.16,mol/L,,,,-
C1(CN2CCC1CC2C(O)C3=CC=NC4=C3C=C(OC)C=C4)C=C,-,-,84,Quinine,A187,18624401,-,1,1635.1,?M/L,2.786,-log(M),,24.98,?C,0.165,mol/L,,,,-
S(CC=1OC(CN(C)C)=CC1)CCNC(NC)=CN(=O)=O,-,-,85,Ranitidine,A187,18624401,-,1,3156.04,?M/L,2.501,-log(M),,24.99,?C,0.218,mol/L,,,,-
C1CN(CCN1)C2=C(C=C3C(N(C=C(C(=O)O)C3=O)C4=CC=C(C=C4)F)=C2)F,-,-,86,sarafloxacin,A187,18624401,-,1,735.587,?M/L,3.133,-log(M),,24.84,?C,0.182,mol/L,,,,-
CNC1CCC(C2=CC=C(Cl)C(Cl)=C2)C3=CC=CC=C13,-,-,87,Sertraline,A187,18624401,-,1,14.8,?M/L,4.83,-log(M),,24.94,?C,,-,,,,-
CC1CN(CC(C)N1)C2=C(F)C3=C(C(=O)C(=CN3C4CC4)C(O)=O)C(N)=C2F,-,-,88,sparfloxacin,A187,18624401,-,1,425.472,?M/L,3.371,-log(M),,25.11,?C,0.186,mol/L,,,,-
C(=O)(NS(=O)(C1=CC=C(C=C1)N)=O)C,-,-,89,Sulfacetamide,A187,18624401,-,1,30204.0,?M/L,1.52,-log(M),,25.02,?C,0.211,mol/L,,,,-
S(=O)(=O)(NC1=NC(C)=CC(=N1)C)C2=CC=C(N)C=C2,-,-,90,Sulfamethazine,A187,18624401,-,1,1851.55,?M/L,2.732,-log(M),,25.15,?C,0.166,mol/L,,,,-
C(=O)(O)C1=CC(=CC=C1O)N=NC2=CC=C(C=C2)S(=O)(NC3=CC=CC=N3)=O,-,-,91,Sulfasalazine,A187,18624401,-,1,0.726312,?M/L,6.139,-log(M),,24.69,?C,0.163,mol/L,,,,-
NC1=CC=C(S(NC2=NC=CS2)(=O)=O)C=C1,-,-,92,Sulfathiazole,A187,18624401,-,1,2045.72,?M/L,2.689,-log(M),,25.59,?C,0.199,mol/L,,,,-
CC1=C(CC(O)=O)C2=CC(F)=CC=C2C1=CC3=CC=C(C=C3)S(C)=O,-,-,93,sulindac_form_I,A187,18624401,-,1,210.015,?M/L,3.678,-log(M),,24.84,?C,0.16,mol/L,,,,-
CC1=C(CC(O)=O)C2=CC(F)=CC=C2C1=CC3=CC=C(C=C3)S(C)=O,-,-,94,sulindac_form_II,A187,18624401,-,1,31.9025,?M/L,4.496,-log(M),,24.83,?C,0.16,mol/L,,,,-
C(C1=CC=C(C=C1)NCCCC)(=O)OCCN(C)C,-,-,95,Tetracaine,A187,18624401,-,1,975.128,?M/L,3.011,-log(M),,25.93,?C,0.158,mol/L,,,,-
OC1=C2C(C3=C(O)C4(C(C(C(N)=O)=C(O)C(N(C)C)C4CC3C(O)(C)C2=CC=C1)=O)O)=O,-,-,96,tetracycline,A187,18624401,-,1,1185.68,?M/L,2.926,-log(M),,25.08,?C,0.188,mol/L,,,,-
C1(=CC(=CC=C1C(C)C)C)O,-,-,97,thymol,A187,18624401,-,1,6520.2,?M/L,2.186,-log(M),,24.98,?C,0.173,mol/L,,,,-
CC1=CC=C(C=C1)C(=O)C2=CC=C(CC(=O)O)N2C,-,-,98,tolmetin,A187,18624401,-,1,80.9303,?M/L,4.092,-log(M),,24.97,?C,0.159,mol/L,,,,-
NS(=O)(=O)C1=CC2=C(NC(NS2(=O)=O)C(Cl)Cl)C=C1Cl,-,-,99,trichloromethiazide_form_I,A187,18624401,-,1,660.645,?M/L,3.18,-log(M),,25.66,?C,0.164,mol/L,,,,-
NS(=O)(=O)C1=CC2=C(NC(NS2(=O)=O)C(Cl)Cl)C=C1Cl,-,-,100,trichloromethiazide_form_II,A187,18624401,-,1,295.843,?M/L,3.529,-log(M),,25.67,?C,0.162,mol/L,,,,-
C1(=NC(=C(C=N1)CC2=CC(=C(C(OC)=C2)OC)OC)N)N,-,-,101,Trimethoprim,A187,18624401,-,1,1119.25,?M/L,2.951,-log(M),,25.02,?C,0.162,mol/L,,,,-
CC(CN(C)C)CN1C2=CC=CC=C2CCC3=CC=CC=C13,-,-,102,Trimipramine,A187,18624401,-,1,16.2552,?M/L,4.789,-log(M),,25.14,?C,0.164,mol/L,,,,-
NCCC1=CNC=2C=CC=CC12,-,-,103,tryptamine,A187,18624401,-,1,506.279,?M/L,3.296,-log(M),,25.42,?C,0.241,mol/L,,,,-
C=1(C(CCCN(CCC=2C=C(C(OC)=CC2)OC)C)(C(C)C)C#N)C=C(C(OC)=CC1)OC,-,-,104,Verapamil,A187,18624401,-,1,105.743,?M/L,3.976,-log(M),,24.94,?C,0.153,mol/L,,,,-
CC(=O)CC(C1=CC=CC=C1)C2=C(O)C=3C=CC=CC3OC2=O,-,-,105,Warfarin,A187,18624401,-,1,16.455,?M/L,4.784,-log(M),,25.04,?C,0.156,mol/L,,,,-
OC(C(O)C(O)CO)C(O)CO,50-70-4,-,10,sorbitol,A64,11749573,-,,1.09,log(mol/L),-1.09,-log(M),Train,,-,,-,,,,-
O1C(O)(C(O)C(O)C1CO)CO,57-48-7,-,26,d-Fructose,A64,11749573,-,,0.64,log(mol/L),-0.64,-log(M),Train,,-,,-,,,,-
O1C(O)C(O)C(O)C(O)C1,87-72-9,-,39,l-arabinose,A64,11749573,-,,0.39,log(mol/L),-0.39,-log(M),Train,,-,,-,,,,-
OC1C(C2N(C(CC2)C1)C)C(O)=O,481-37-8,-,62,ecgonine,A64,11749573,-,,-0.02,log(mol/L),0.02,-log(M),Train,,-,,-,,,,-
O=C(C1C2(C(C3C(C4(C(CC3)=CC(=O)CC4)C)CC2)CC1)C)C,57-83-0,-,720,progesterone,A64,11749573,-,,-4.43,log(mol/L),4.43,-log(M),Train,,-,,-,,,,-
O(C1C(C2N(C(CC2)C1)C)C(OC)=O)C(=O)C3=CC=CC=C3,50-36-2,-,1058,Cocaine,A64,11749573,-,,-2.23,log(mol/L),2.23,-log(M),Test 1,,-,,-,,,,-
OC1=CC=CN=C1,109-00-2,-,101,3-hydroxypyridine,A171,10850781,-,-,-0.46,log(mol/L),0.46,-log(M),Train,,-,,-,,,,-
O=C(C1=CC=CN=C1)OC,93-60-7,-,102,methyl nicotinate,A171,10850781,-,-,-0.46,log(mol/L),0.46,-log(M),Train,,-,,-,,,,-
CC1=NC=2N=CC=NC2C=N1,-,-,103,4-methylpteridine,A171,10850781,-,-,-0.47,log(mol/L),0.47,-log(M),Train,,-,,-,,,,-
NCC(O)C1=CC=CC=C1,7568-93-6,-,104,phenylethanolamine,A171,10850781,-,-,-0.48,log(mol/L),0.48,-log(M),Train,,-,,-,,,,-
O=C(C(CO)C1=CC=CC=C1)OC2CC3C4OC4C(C2)N3C,51-34-3,-,105,Scopolamine,A171,10850781,-,-,-0.48,log(mol/L),0.48,-log(M),Train,,-,,-,,,,-
O=COCCC,110-74-7,-,106,propyl formate,A171,10850781,-,-,-0.49,log(mol/L),0.49,-log(M),Train,,-,,-,,,,-
NCCC(C(NC1CC(C(C(C1OC2OC(C(C(C2O)N)O)CO)O)OC3OC(C(C(C3O)O)O)CN)N)=O)O,37517-28-5,-,107,amikacin,A171,10850781,-,-,-0.5,log(mol/L),0.5,-log(M),Train,,-,,-,,,,-
OCCC(C)(C)C,624-95-3,-,108,"3,3-dimethyl-1-butanol",A171,10850781,-,-,-0.5,log(mol/L),0.5,-log(M),Train,,-,,-,,,,-
NC(CC1=CN=CN1)C(O)=O,71-00-1,-,109,histidine,A171,10850781,-,-,-0.53,log(mol/L),0.53,-log(M),Train,,-,,-,,,,-
CCCC(O)C(CC)CO,94-96-2,-,110,"2-ethyl-1,3-hexanediol",A171,10850781,-,-,-0.54,log(mol/L),0.54,-log(M),Train,,-,,-,,,,-
OC(C(N)CCC(N)=O)=O,56-85-9,-,111,glutamine,A171,10850781,-,-,-0.55,log(mol/L),0.55,-log(M),Train,,-,,-,,,,-
CC1CO1,75-56-9,-,112,propylene oxide,A171,10850781,-,-,-0.59,log(mol/L),0.59,-log(M),Train,,-,,-,,,,-
O=C1CCCCC1,108-94-1,-,113,cyclohexanone,A171,10850781,-,-,-0.6,log(mol/L),0.6,-log(M),Train,,-,,-,,,,-
CC(OCC(OC(C)=O)COC(C)=O)=O,102-76-1,-,114,glyceryl triacetate,A171,10850781,-,-,-0.6,log(mol/L),0.6,-log(M),Train,,-,,-,,,,-
CC(C)(C)C(O)C,464-07-3,-,115,"3,3-dimethyl-2-butanol",A171,10850781,-,-,-0.62,log(mol/L),0.62,-log(M),Train,,-,,-,,,,-
O=C1N(C2=CC=CC=C2)N(C)C(C)=C1N(C)C,58-15-1,-,116,Aminopyrine,A171,10850781,-,-,-0.63,log(mol/L),0.63,-log(M),Train,,-,,-,,,,-
ClCCl,75-09-2,-,117,Dichloromethane,A171,10850781,-,-,-0.63,log(mol/L),0.63,-log(M),Train,,-,,-,,,,-
NC(OCCCC)=O,592-35-8,-,118,o-butyl carbamate,A171,10850781,-,-,-0.66,log(mol/L),0.66,-log(M),Train,,-,,-,,,,-
CCOCCC,628-32-0,-,119,ethyl propyl ether,A171,10850781,-,-,-0.66,log(mol/L),0.66,-log(M),Train,,-,,-,,,,-
O=C(CC)OCC,105-37-3,-,120,ethyl propionate,A171,10850781,-,-,-0.66,log(mol/L),0.66,-log(M),Train,,-,,-,,,,-
OC1=CC=CC(C)=C1,108-39-4,-,121,m-cresol,A171,10850781,-,-,-0.68,log(mol/L),0.68,-log(M),Train,,-,,-,,,,-
O=CNC1=CC=CC=C1,103-70-8,-,122,formanilide,A171,10850781,-,-,-0.68,log(mol/L),0.68,-log(M),Train,,-,,-,,,,-
OC1=CC=C(Cl)C=C1,106-48-9,-,123,4-Chlorophenol,A171,10850781,-,-,-0.7,log(mol/L),0.7,-log(M),Train,,-,,-,,,,-
OC1=CC=CC(Cl)=C1,108-43-0,-,124,3-Chlorophenol,A171,10850781,-,-,-0.7,log(mol/L),0.7,-log(M),Train,,-,,-,,,,-
OC1=CC=C(C)C=C1,106-44-5,-,125,p-cresol,A171,10850781,-,-,-0.7,log(mol/L),0.7,-log(M),Train,,-,,-,,,,-
CC(C)C(O)CC,565-67-3,-,126,2-methyl-3-pentanol,A171,10850781,-,-,-0.7,log(mol/L),0.7,-log(M),Train,,-,,-,,,,-
OCCOC1=CC=CC=C1,122-99-6,-,127,2-phenoxyethanol,A171,10850781,-,-,-0.71,log(mol/L),0.71,-log(M),Train,,-,,-,,,,-
CC(O)C(C)CC,565-60-6,-,128,3-methyl-2-pentanol,A171,10850781,-,-,-0.72,log(mol/L),0.72,-log(M),Train,,-,,-,,,,-
C(C)(=O)OCCC,109-60-4,-,129,Propyl acetate,A171,10850781,-,-,-0.72,log(mol/L),0.72,-log(M),Train,,-,,-,,,,-
CC(C)(O)C(C)(C)C,594-83-2,-,130,"2,3,3-trimethyl-2-butanol",A171,10850781,-,-,-0.72,log(mol/L),0.72,-log(M),Train,,-,,-,,,,-
NC1=CC=CC=C1O,95-55-6,-,131,2-aminophenol,A171,10850781,-,-,-0.72,log(mol/L),0.72,-log(M),Train,,-,,-,,,,-
OCCN(C1=CC=CC=C1)CCO,120-07-0,-,132,n-phenyldiethanolamine,A171,10850781,-,-,-0.73,log(mol/L),0.73,-log(M),Train,,-,,-,,,,-
O=C(C=C)OCC,140-88-5,-,133,ethyl acrylate,A171,10850781,-,-,-0.74,log(mol/L),0.74,-log(M),Train,,-,,-,,,,-
OC1=CC=C(N(=O)=O)C=C1,100-02-7,-,134,4-nitrophenol,A171,10850781,-,-,-0.74,log(mol/L),0.74,-log(M),Train,,-,,-,,,,-
ONC1=CC=CC=C1,100-65-2,-,135,phenylhydroxylamine,A171,10850781,-,-,-0.74,log(mol/L),0.74,-log(M),Train,,-,,-,,,,-
NC(CC(N)C(O)=O)=O,70-47-3,-,136,l-asparagine,A171,10850781,-,-,-0.74,log(mol/L),0.74,-log(M),Train,,-,,-,,,,-
N#CC(C1=CC=CC=C1)OC2C(C(O)C(O)C(O2)COC3C(C(O)C(O)C(O3)CO)O)O,29883-15-6,-,137,amygdalin,A171,10850781,-,-,-0.77,log(mol/L),0.77,-log(M),Train,,-,,-,,,,-
CCOCCOCC,629-14-1,-,138,"1,2-diethoxyethane",A171,10850781,-,-,-0.77,log(mol/L),0.77,-log(M),Train,,-,,-,,,,-
C=12C=CC=CC1NN=N2,95-14-7,-,139,benzotriazole,A171,10850781,-,-,-0.78,log(mol/L),0.78,-log(M),Train,,-,,-,,,,-
NC1=CC=C(O)C=C1,123-30-8,-,140,4-aminophenol,A171,10850781,-,-,-0.8,log(mol/L),0.8,-log(M),Train,,-,,-,,,,-
O=C1NC(=O)C=CN1C,615-77-0,-,141,1-methyluracil,A171,10850781,-,-,-0.8,log(mol/L),0.8,-log(M),Train,,-,,-,,,,-
OC(CC)CCC,623-37-0,-,142,3-hexanol,A171,10850781,-,-,-0.8,log(mol/L),0.8,-log(M),Train,,-,,-,,,,-
C=C(C)C(OC)=O,80-62-6,-,143,methyl methacrylate,A171,10850781,-,-,-0.8,log(mol/L),0.8,-log(M),Train,,-,,-,,,,-
CC(C)(C)COC(=O)N,3124-46-7,-,144,tert-amyl carbamate,A171,10850781,-,-,-0.8,log(mol/L),0.8,-log(M),Train,,-,,-,,,,-
O=C(OCC)CC(OCC)=O,105-53-3,-,145,diethyl malonate,A171,10850781,-,-,-0.82,log(mol/L),0.82,-log(M),Train,,-,,-,,,,-
C1=CC=CO1,110-00-9,-,146,furan,A171,10850781,-,-,-0.82,log(mol/L),0.82,-log(M),Train,,-,,-,,,,-
C(CCC)(=O)OC,623-42-7,-,147,methyl butyrate,A171,10850781,-,-,-0.82,log(mol/L),0.82,-log(M),Train,,-,,-,,,,-
C=CCS(SCC=C)=O,539-86-6,-,148,allicin,A171,10850781,-,-,-0.83,log(mol/L),0.83,-log(M),Train,,-,,-,,,,-
C=CC(CCC)=O,1629-60-3,-,149,1-hexen-3-one,A171,10850781,-,-,-0.83,log(mol/L),0.83,-log(M),Train,,-,,-,,,,-
O=C(O)C1=CN=CC=C1,59-67-6,-,150,nicotinic acid,A171,10850781,-,-,-0.84,log(mol/L),0.84,-log(M),Train,,-,,-,,,,-
CCCCC=O,110-62-3,-,151,pentanal,A171,10850781,-,-,-0.85,log(mol/L),0.85,-log(M),Train,,-,,-,,,,-
CN(N=O)C(N)=O,684-93-5,-,152,1-nitroso-1-methylurea,A171,10850781,-,-,-0.85,log(mol/L),0.85,-log(M),Train,,-,,-,,,,-
CCOC=C,109-92-2,-,153,ethyl vinyl ether,A171,10850781,-,-,-0.85,log(mol/L),0.85,-log(M),Train,,-,,-,,,,-
CC1=CC(N)=CC=C1,108-44-1,-,154,3-methylaniline,A171,10850781,-,-,-0.85,log(mol/L),0.85,-log(M),Train,,-,,-,,,,-
CCC(O)(CC)CC,597-49-9,-,155,3-ethyl-3-pentanol,A171,10850781,-,-,-0.85,log(mol/L),0.85,-log(M),Train,,-,,-,,,,-
OC1C(C(C(CO)OC1OC2=CC=CC=C2CO)O)O,138-52-3,-,156,salicin,A171,10850781,-,-,-0.85,log(mol/L),0.85,-log(M),Train,,-,,-,,,,-
O=CC1=C(O)C=CC=C1,90-02-8,-,157,salicylaldehyde,A171,10850781,-,-,-0.86,log(mol/L),0.86,-log(M),Train,,-,,-,,,,-
ClC1=CN=C2N=CN=CC2=N1,-,-,158,7-chloropteridine,A171,10850781,-,-,-0.87,log(mol/L),0.87,-log(M),Train,,-,,-,,,,-
CC1CCC(CC1)O,589-91-3,-,159,4-methylcyclohexanol,A171,10850781,-,-,-0.88,log(mol/L),0.88,-log(M),Train,,-,,-,,,,-
CC(=O)C(CCC)C(=O)C,-,-,160,"3-propyl-2,4-pentadione",A171,10850781,-,-,-0.88,log(mol/L),0.88,-log(M),Train,,-,,-,,,,-
ClCBr,74-97-5,-,161,bromochloromethane,A171,10850781,-,-,-0.89,log(mol/L),0.89,-log(M),Train,,-,,-,,,,-
OC(CC1=CC=CC=C1)=O,103-82-2,-,162,phenylacetic acid,A171,10850781,-,-,-0.89,log(mol/L),0.89,-log(M),Train,,-,,-,,,,-
CC(NC(N)=O)=O,591-07-1,-,163,1-acetylurea,A171,10850781,-,-,-0.9,log(mol/L),0.9,-log(M),Train,,-,,-,,,,-
COC1=CN=C2N=CN=CC2=N1,-,-,164,7-methoxypteridine,A171,10850781,-,-,-0.91,log(mol/L),0.91,-log(M),Train,,-,,-,,,,-
CC(C1=CC=CC=C1)O,98-85-1,-,165,1-phenylethanol,A171,10850781,-,-,-0.92,log(mol/L),0.92,-log(M),Train,,-,,-,,,,-
CC(C)(O)CC(C)C,625-06-9,-,166,"2,4-dimethyl-2-pentanol",A171,10850781,-,-,-0.92,log(mol/L),0.92,-log(M),Train,,-,,-,,,,-
O=C(CCC(OCC)=O)OCC,123-25-1,-,167,diethyl succinate,A171,10850781,-,-,-0.96,log(mol/L),0.96,-log(M),Train,,-,,-,,,,-
CC=CCC#N,16529-66-1,-,168,3-pentenenitrile,A171,10850781,-,-,-0.96,log(mol/L),0.96,-log(M),Train,,-,,-,,,,-
NC(C1=CC=CC=C1)=O,55-21-0,-,169,benzamide,A171,10850781,-,-,-0.96,log(mol/L),0.96,-log(M),Train,,-,,-,,,,-
OC1=CC=C(C=O)C=C1,123-08-0,-,170,p-hydroxybenzaldehyde,A171,10850781,-,-,-0.96,log(mol/L),0.96,-log(M),Train,,-,,-,,,,-
O=C1N(C)C2=C(N(C)C=N2)C(N1C)=O,58-08-2,-,171,Caffeine,A171,10850781,-,-,-0.97,log(mol/L),0.97,-log(M),Train,,-,,-,,,,-
CC(NC1=CC=C(N)C=C1)=O,122-80-5,-,172,4-aminoacetanilide,A171,10850781,-,-,-0.98,log(mol/L),0.98,-log(M),Train,,-,,-,,,,-
O=C1C=CC(C=C1)=O,106-51-4,-,173,"2,5-cyclohexadiene-1,4-dione",A171,10850781,-,-,-0.99,log(mol/L),0.99,-log(M),Train,,-,,-,,,,-
CCCCOC,628-28-4,-,174,methyl butyl ether,A171,10850781,-,-,-0.99,log(mol/L),0.99,-log(M),Train,,-,,-,,,,-
CI,74-88-4,-,175,iodomethane,A171,10850781,-,-,-1.0,log(mol/L),1.0,-log(M),Train,,-,,-,,,,-
CCC(C)(O)CCC,597-96-6,-,176,3-methyl-3-hexanol,A171,10850781,-,-,-1.0,log(mol/L),1.0,-log(M),Train,,-,,-,,,,-
O=COCC(C)C,542-55-2,-,177,isobutyl formate,A171,10850781,-,-,-1.01,log(mol/L),1.01,-log(M),Train,,-,,-,,,,-
O=C(NC1=CC=C(C=C1)O)C,103-90-2,-,178,4-hydroxyacetanilide,A171,10850781,-,-,-1.03,log(mol/L),1.03,-log(M),Train,,-,,-,,,,-
C12=CC=CC=C1NCC2,496-15-1,-,179,indoline,A171,10850781,-,-,-1.04,log(mol/L),1.04,-log(M),Train,,-,,-,,,,-
O=C1NC=C(F)C(N1)=O,51-21-8,-,180,5-fluorouracil,A171,10850781,-,-,-1.07,log(mol/L),1.07,-log(M),Train,,-,,-,,,,-
CC(C)(O)CCCC,625-23-0,-,181,2-methyl-2-hexanol,A171,10850781,-,-,-1.08,log(mol/L),1.08,-log(M),Train,,-,,-,,,,-
BrC1=CC=C(O)C=C1,106-41-2,-,182,4-bromophenol,A171,10850781,-,-,-1.09,log(mol/L),1.09,-log(M),Train,,-,,-,,,,-
CCBr,74-96-4,-,183,bromoethane,A171,10850781,-,-,-1.09,log(mol/L),1.09,-log(M),Train,,-,,-,,,,-
