Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
Butanethiol ,-1.676,1,90.191,1,0,2,0.0,-2.18,CCCCS,90.19099999999999,1,1,1.7163,1
Benzo(e)pyrene,-6.007000000000001,2,252.31599999999997,0,5,0,0.0,-7.8,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,252.31599999999997,0,0,5.737200000000003,0
Tetrachloroethylene,-3.063,1,165.834,0,0,0,0.0,-2.54,ClC(Cl)=C(Cl)Cl,165.834,0,0,3.0682,1
3-Pentanone,-0.912,1,86.134,0,0,2,17.07,-0.28,CCC(=O)CC,86.134,1,0,1.3755,1
Acrylonitrile,-0.354,1,53.06399999999999,0,0,0,23.79,0.15,C=CC#N,53.06399999999999,1,0,0.6959799999999999,1
Flumethasone,-3.5389999999999997,1,410.4570000000002,3,4,2,94.83,-5.6129999999999995,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,410.4570000000002,5,3,1.8436999999999997,1
2-Hexanone,-1.2,1,100.161,0,0,3,17.07,-0.8,CCCCC(C)=O,100.16099999999999,1,0,1.7656,1
Terbumeton,-3.505,1,225.296,2,1,4,71.96000000000001,-3.239,CCNc1nc(NC(C)(C)C)nc(OC)n1,225.296,6,2,1.5223999999999998,1
3-Methylheptane,-3.3080000000000003,1,114.232,0,0,4,0.0,-5.16,CCCCC(C)CC,114.23199999999999,0,0,3.2227000000000023,1
"1,2-Dibromoethane",-2.102,1,187.862,0,0,1,0.0,-1.68,BrCCBr,187.862,0,0,1.7762,1
Isoprocarb,-2.734,1,193.246,1,1,2,38.33,-2.863,CNC(=O)Oc1ccccc1C(C)C,193.24599999999998,2,1,2.528200000000001,1
Niridazole,-1.948,1,214.206,1,2,2,88.37,-3.22,O=C1NCCN1c1ncc([N+](=O)[O-])s1,214.20600000000002,5,1,0.5808999999999997,1
Benzo(a)fluorene,-5.189,2,216.283,0,4,0,0.0,-6.68,c1ccc2c(c1)Cc1c-2ccc2ccccc12,216.283,0,0,4.411000000000003,1
2-Chloroanisole,-2.912,1,142.58499999999998,0,1,1,9.23,-2.46,COc1ccccc1Cl,142.58499999999998,1,0,2.3486000000000002,1
Bromophos,-5.604,1,366.0,0,1,4,27.69,-6.09,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,366.0,4,0,4.652000000000002,1
Quinonamid,-3.988,1,332.57000000000005,1,2,3,63.24,-5.03,O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O,332.5700000000001,3,1,2.8260000000000005,1
"P,P'-DDD",-6.007999999999999,1,320.04600000000005,0,2,3,0.0,-7.2,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,320.04600000000005,0,0,5.929000000000002,0
Methyl acrylate,-0.878,1,86.09,0,0,1,26.3,-0.22,C=CC(=O)OC,86.08999999999999,2,0,0.34539999999999993,1
Chloroxuron,-4.477,1,290.75,1,2,3,41.57000000000001,-4.89,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,290.75,2,1,4.225800000000003,1
Azobenzene,-4.034,2,182.226,0,2,2,24.72,-4.45,c1ccc(N=Nc2ccccc2)cc1,182.22600000000003,2,0,4.102000000000002,1
4-Isopropyltoluene,-3.617,1,134.22199999999998,0,1,1,0.0,-3.77,Cc1ccc(C(C)C)cc1,134.222,0,0,3.1184200000000013,1
"2,6-Dichlorophenol",-3.012,1,163.003,1,1,0,20.23,-1.79,Oc1c(Cl)cccc1Cl,163.003,1,1,2.699,1
Sucrose,0.31,1,342.297,8,2,5,189.52999999999997,0.79,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,342.297,11,8,-5.395599999999993,0
d-inositol,-0.887,1,180.156,6,1,0,121.38,0.35,OC1C(O)C(O)C(O)C(O)C1O,180.156,6,6,-3.8346000000000005,0
Dyphylline,-0.847,1,254.24599999999995,2,2,3,102.28,-0.17,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,254.24599999999998,8,2,-2.213099999999999,1
Chloramphenicol,-2.613,1,323.13200000000006,3,1,6,112.70000000000002,-2.111,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13199999999995,5,3,0.9089999999999998,1
3-Ethyl-3-pentanol,-1.663,1,116.204,1,0,3,20.23,-0.85,CCC(O)(CC)CC,116.204,1,1,1.9475,1
Epitostanol,-4.545,1,306.51500000000004,1,5,0,20.23,-5.41,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,306.51500000000004,2,1,4.483900000000005,1
"1,2-Dibromobenzene",-4.172,1,235.906,0,1,0,0.0,-3.5,Brc1ccccc1Br,235.90599999999998,0,0,3.2116000000000007,1
"2,4,6-Trichlorophenol",-3.648,1,197.448,1,1,0,20.23,-2.34,Oc1c(Cl)cc(Cl)cc1Cl,197.44799999999998,1,1,3.3523999999999994,1
oryzalin,-3.784,1,346.3650000000001,1,1,8,149.67999999999998,-5.16,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],346.36500000000007,7,1,1.7768,1
RTI 20,-3.663,1,255.29199999999997,0,3,2,20.31,-4.7989999999999995,O=C1c2ccccc2Cc2ccccc2N1CCF,255.29199999999997,1,0,3.2071000000000014,1
"2,4-Dimethyl-3-pentanone",-1.7519999999999998,1,114.18799999999996,0,0,2,17.07,-1.3,CC(C)C(=O)C(C)C,114.18799999999997,1,0,1.8675,1
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,-2.465,1,238.287,2,1,3,75.27000000000001,-2.593,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,238.287,3,2,1.3510999999999997,1
gentisin,-1.2919999999999998,1,262.261,2,3,1,75.99000000000001,-2.943,COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,262.26099999999997,5,2,1.5528,1
Caffeine,-1.4980000000000002,1,194.19399999999996,0,2,0,61.82,-0.8759999999999999,Cn1c(=O)c2c(ncn2C)n(C)c1=O,194.194,6,0,-1.0293,1
Spironolactone,-3.842,1,416.58300000000025,0,5,1,60.44,-4.173,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,416.58300000000025,5,0,4.852300000000005,1
"3,4-Dimethylphenol",-2.6210000000000004,1,122.167,1,1,0,20.23,-1.38,Cc1ccc(O)cc1C,122.16699999999999,1,1,2.0090399999999997,1
Diphenyl ether ,-4.254,2,170.211,0,2,2,9.23,-3.96,c1ccc(Oc2ccccc2)cc1,170.21099999999998,1,0,3.478900000000001,1
"2,2',4,4',5,5'-PCB",-7.343,1,360.88200000000006,0,2,1,0.0,-8.56,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,360.88200000000006,0,0,7.274000000000001,0
nicotinamide,-0.964,1,122.12699999999997,1,1,1,55.98,0.61,NC(=O)c1cccnc1,122.12699999999997,2,1,0.18050000000000016,1
Thiophenol ,-2.758,1,110.18099999999995,1,1,0,0.0,-2.12,Sc1ccccc1,110.18099999999997,1,1,1.9752999999999996,1
XMC,-2.688,1,179.219,1,1,1,38.33,-2.5810000000000004,CNC(=O)Oc1cc(C)cc(C)c1,179.219,2,1,2.02164,1
Chlordane,-6.039,1,409.7819999999999,0,3,0,0.0,-6.86,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,409.78200000000015,0,0,5.682800000000001,0
Dimethyldisulfide,-1.524,1,94.204,0,0,1,0.0,-1.44,CSSC,94.20400000000001,2,0,1.6274,1
Benzamide,-1.501,1,121.13899999999995,1,1,1,43.09,-0.96,NC(=O)c1ccccc1,121.13899999999995,1,1,0.7855000000000001,1
o-Chlorobromobenzene,-3.84,1,191.455,0,1,0,0.0,-3.19,Clc1ccccc1Br,191.45499999999998,0,0,3.1025,1
Monotropitoside,-1.493,1,446.405,6,3,6,184.6,-0.742,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,446.40500000000003,12,6,-2.884799999999998,0
3-Heptanol ,-1.6780000000000002,1,116.20399999999998,1,0,4,20.23,-1.47,CCCCC(O)CC,116.20399999999998,1,1,1.9475,1
RTI 15,-3.891,1,268.32,1,3,1,58.120000000000005,-4.553999999999999,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,268.32,4,1,2.817140000000001,1
"3,5-Dichlorophenol",-3.428,1,163.003,1,1,0,20.23,-1.34,Oc1cc(Cl)cc(Cl)c1,163.003,1,1,2.699,1
1-Methylphenanthrene,-4.87,1,192.261,0,3,0,0.0,-5.85,Cc1cccc2c1ccc1ccccc12,192.261,0,0,4.301420000000003,1
2-Ethyl-1-hexanol,-2.089,1,130.231,1,0,5,20.23,-2.11,CCCCC(CC)CO,130.231,1,1,2.1951000000000005,1
Diallate,-3.827,1,270.225,0,0,4,20.31,-4.2860000000000005,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,270.225,2,0,4.277400000000004,1
Toluene ,-2.713,1,92.141,0,1,0,0.0,-2.21,Cc1ccccc1,92.14099999999999,0,0,1.99502,1
Nitrapyrin,-3.833,1,230.909,0,1,0,12.89,-3.76,Clc1cccc(C(Cl)(Cl)Cl)n1,230.909,1,0,3.5617,1
Cycloheptene,-2.599,2,96.173,0,1,0,0.0,-3.18,C1=CCCCCC1,96.173,0,0,2.5067000000000004,1
Thiram,-2.444,1,240.444,0,0,0,6.48,-3.9,CN(C)C(=S)SSC(=S)N(C)C,240.44400000000002,4,0,2.0608,1
Griseofulvin,-3.3280000000000003,1,352.7700000000001,0,3,3,71.06,-3.2460000000000004,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,352.7700000000001,6,0,2.8103000000000007,1
1-Decanol,-2.8139999999999996,1,158.285,1,0,8,20.23,-3.63,CCCCCCCCCCO,158.285,1,1,3.119400000000002,1
"3,3-Dimethylpentane",-2.938,1,100.20499999999998,0,0,2,0.0,-4.23,CCC(C)(C)CC,100.20499999999998,0,0,2.832600000000001,1
vamidothion,-1.446,1,287.34299999999996,1,0,8,64.63000000000001,1.144,CNC(=O)C(C)SCCSP(=O)(OC)OC,287.34299999999996,6,1,1.9881999999999997,1
"2,3,4,5-Tetrachlorophenol",-4.335,1,231.893,1,1,0,20.23,-3.15,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,231.893,1,1,4.0058,1
Butyraldehyde,-0.7490000000000001,1,72.107,0,0,2,17.07,-0.01,CCCC=O,72.107,1,0,0.9854,1
dexamethasone acetate,-3.933,1,434.5040000000003,2,4,3,100.9,-4.9,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,434.5040000000002,6,2,2.466500000000001,1
Butane,-1.907,1,58.123999999999995,0,0,1,0.0,-2.57,CCCC,58.123999999999995,0,0,1.8064,1
o-Methoxyphenol,-1.941,1,124.13899999999995,1,1,1,29.46,-1.96,COc1ccccc1O,124.13899999999997,2,1,1.4008,1
Fluoromethalone,-3.5069999999999997,1,376.4680000000002,2,4,1,74.6,-4.099,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,376.46800000000013,4,2,2.923300000000001,1
Pentachloroethane,-3.3819999999999997,1,202.295,0,0,0,0.0,-2.6,ClC(Cl)C(Cl)(Cl)Cl,202.29500000000002,0,0,3.1603000000000003,1
Diethyl phthalate ,-3.016,1,222.23999999999995,0,1,4,52.60000000000001,-2.35,CCOC(=O)c1ccccc1C(=O)OCC,222.23999999999995,4,0,2.04,1
2-Methylpropan-1-ol,-0.672,1,74.12299999999999,1,0,1,20.23,0.1,CC(C)CO,74.12299999999999,1,1,0.6347,1
Isobutylbenzene,-3.57,1,134.22199999999998,0,1,2,0.0,-4.12,CC(C)Cc1ccccc1,134.22199999999998,0,0,2.8851000000000013,1
Diiodomethane,-2.958,1,267.835,0,0,0,0.0,-2.34,ICI,267.835,0,0,1.8139,1
4-Heptanol,-1.6780000000000002,1,116.204,1,0,4,20.23,-1.4,CCCC(O)CCC,116.204,1,1,1.9475,1
Pentyl acetate,-1.833,1,130.18699999999998,0,0,4,26.3,-1.89,CCCCCOC(C)=O,130.18699999999998,2,0,1.7397,1
"2,3,5,6-Tetrachlorophenol",-4.203,1,231.893,1,1,0,20.23,-3.37,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,231.893,1,1,4.0058,1
Propylbenzene ,-3.281,1,120.19499999999996,0,1,2,0.0,-3.37,CCCc1ccccc1,120.19499999999995,0,0,2.639100000000001,1
"1,2-Dichlorotetrafluoroethane",-2.697,1,170.92000000000002,0,0,1,0.0,-2.74,FC(F)(Cl)C(F)(F)Cl,170.92000000000002,0,0,2.6495999999999995,1
2-butenal,-0.604,1,70.09100000000001,0,0,1,17.07,0.32,CC=CC=O,70.09100000000001,1,0,0.7614000000000001,1
tetramethylurea,-0.495,1,116.164,0,0,0,23.550000000000004,0.94,CN(C)C(=O)N(C)C,116.16399999999999,1,0,0.22960000000000003,1
"1,2,4,5-Tetramethylbenzene",-3.664,1,134.22199999999998,0,1,0,0.0,-4.59,Cc1cc(C)c(C)cc1C,134.22199999999998,0,0,2.9202800000000018,1
norethindrone acetate,-4.2410000000000005,1,340.4630000000001,0,4,1,43.370000000000005,-4.8,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,340.46300000000014,3,0,4.0633000000000035,1
Ditalimfos,-3.992,1,299.28800000000007,0,2,5,55.84,-3.35,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,299.28800000000007,5,0,2.5801000000000007,1
salicylanilide,-3.782,1,213.236,2,2,2,49.33,-3.59,O=C(Nc1ccccc1)c1ccccc1O,213.236,2,2,2.644500000000001,1
Sulfallate,-3.2539999999999996,1,223.794,0,0,4,3.24,-3.39,C=C(Cl)CSC(=S)N(CC)CC,223.79399999999998,2,0,3.0988000000000016,1
Chloroethane,-1.165,1,64.515,0,0,0,0.0,-1.06,CCCl,64.515,0,0,1.2451,1
Mefluidide,-3.165,1,310.297,2,1,3,75.27000000000001,-3.24,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,310.297,3,2,2.52334,1
Piperine,-3.659,1,285.343,0,3,3,38.77,-3.46,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,285.343,3,0,2.997200000000001,1
cis-2-Pentene,-2.076,1,70.135,0,0,1,0.0,-2.54,C/C=C\CC,70.135,0,0,1.9725,1
thiofanox,-2.7,1,218.32199999999995,1,0,3,50.69,-1.62,CNC(=O)ON=C(CSC)C(C)(C)C,218.32199999999997,4,1,2.1075,1
Cyclooctyl-5-spirobarbituric acid,-2.2840000000000003,1,224.25999999999996,2,2,0,75.27,-2.982,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,224.25999999999996,3,2,1.0831,1
butacarb,-4.6419999999999995,1,263.381,1,1,1,38.33,-4.24,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,263.381,2,1,3.999800000000003,1
Eriodictyol,-3.1519999999999997,1,288.255,4,3,1,107.22,-3.62,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,288.25500000000005,6,4,2.215500000000001,1
Benzophenone,-3.612,1,182.222,0,2,2,17.07,-3.12,O=C(c1ccccc1)c1ccccc1,182.222,1,0,2.917600000000001,1
Eicosane,-7.576,1,282.5559999999999,0,0,17,0.0,-8.172,CCCCCCCCCCCCCCCCCCCC,282.5559999999999,0,0,8.048000000000007,0
hydrazobenzene,-3.492,2,184.242,2,2,3,24.06,-2.92,c1ccc(NNc2ccccc2)cc1,184.24200000000002,2,2,3.1256000000000013,1
2-Ethyl-1-butanol,-1.381,1,102.177,1,0,3,20.23,-1.17,CCC(CC)CO,102.17699999999999,1,1,1.4149,1
4-hydroxypyridine,-1.655,1,95.10099999999998,1,1,0,33.120000000000005,1.02,Oc1ccncc1,95.10099999999998,2,1,0.7871999999999999,1
"cis 1,2-Dichloroethylene",-1.561,1,96.94400000000002,0,0,0,0.0,-1.3,Cl/C=C\Cl,96.94400000000002,0,0,1.9352,1
Methylcyclopentane,-2.452,1,84.162,0,1,0,0.0,-3.3,CC1CCCC1,84.162,0,0,2.1965000000000003,1
4-Methyl-2-pentanol,-1.308,1,102.17699999999998,1,0,2,20.23,-0.8,CC(C)CC(C)O,102.17699999999998,1,1,1.4133,1
RTI 11,-3.125,1,254.289,1,3,0,55.56,-3.928,Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2,254.289,3,1,2.9595200000000004,1
"2,2-Dimethylpropanol",-1.011,1,88.14999999999999,1,0,0,20.23,-0.4,CC(C)(C)CO,88.14999999999999,1,1,1.0248,1
Triadimefon,-4.132,1,293.754,0,2,4,57.010000000000005,-3.61,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,293.754,5,0,3.1243000000000016,1
Isocarboxazid,-2.251,1,231.255,2,2,4,67.16,-2.461,Cc1cc(C(=O)NNCc2ccccc2)no1,231.25500000000002,4,2,1.4176199999999997,1
Propylene,-1.235,1,42.081,0,0,0,0.0,-1.08,C=CC,42.080999999999996,0,0,1.1923,1
Dichlorophen,-4.9239999999999995,1,269.127,2,2,2,40.46,-3.953,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,269.127,2,2,3.9954000000000023,1
Desmedipham,-4.1819999999999995,1,300.314,2,2,4,76.66,-4.632,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,300.314,4,2,3.8659000000000017,1
Anthraquinone,-3.34,1,208.216,0,3,0,34.14,-5.19,O=C1c2ccccc2C(=O)c2ccccc21,208.21599999999998,2,0,2.4620000000000006,1
2-Octanol,-2.033,1,130.231,1,0,5,20.23,-2.09,CCCCCCC(C)O,130.231,1,1,2.3376000000000006,1
Oxycarboxin,-2.169,1,267.306,1,2,2,72.47,-2.281,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,267.306,4,1,1.3016,1
Butylbenzene,-3.585,1,134.22199999999998,0,1,3,0.0,-4.06,CCCCc1ccccc1,134.22199999999998,0,0,3.0292000000000012,1
parabanic acid,1.091,1,114.06,2,1,0,75.27,-0.4,O=C1NC(=O)C(=O)N1,114.05999999999999,3,2,-1.6476000000000002,1
Abate,-6.678,1,466.47900000000016,0,2,10,55.38000000000001,-6.237,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,466.47900000000016,9,0,5.630000000000004,0
Chlorthalidone,-2.5639999999999996,1,338.7720000000001,3,3,2,109.49,-3.451,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,338.77200000000005,4,3,0.9242000000000001,1
Isobutyl acetate,-1.463,1,116.15999999999998,0,0,2,26.3,-1.21,CC(=O)OCC(C)C,116.16,2,0,1.2055,1
"2,2,3-Trimethylbutane",-2.9219999999999997,1,100.20499999999998,0,0,0,0.0,-4.36,CC(C)C(C)(C)C,100.20499999999998,0,0,2.6885000000000012,1
"2,3,3',4,4'6-PCB",-7.746,1,395.3270000000001,0,2,1,0.0,-7.66,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,395.3270000000001,0,0,7.9274000000000004,0
Phthalonitrile,-1.717,1,128.13399999999996,0,1,0,47.58,-2.38,N#Cc1ccccc1C#N,128.13399999999996,2,0,1.4299600000000001,1
m-Nitrotoluene,-2.64,1,137.138,0,1,1,43.14,-2.44,Cc1cccc([N+](=O)[O-])c1,137.138,2,0,1.90322,1
halothane,-2.608,1,197.381,0,0,0,0.0,-1.71,FC(F)(F)C(Cl)Br,197.381,0,0,2.5084999999999997,1
Oxamyl,-0.908,1,219.266,1,0,1,70.99999999999999,0.106,CNC(=O)ON=C(SC)C(=O)N(C)C,219.266,5,1,0.10709999999999997,1
Thiometon,-3.323,1,246.359,0,0,7,18.46,-3.091,CCSCCSP(=S)(OC)OC,246.35899999999998,5,0,2.990000000000001,1
2-Methylbutane,-2.245,1,72.151,0,0,1,0.0,-3.18,CCC(C)C,72.151,0,0,2.0524,1
Stirofos,-4.32,1,365.96400000000006,0,1,5,44.760000000000005,-4.522,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,365.96400000000006,4,0,5.6015000000000015,0
